customer_id,total_spent,avg_transaction_value,total_purchases,campaigns_accepted,web_visits_month,days_since_last_purchase,customer_segment,churn_risk,response_rate
CUST_0893,150,18.75,8,0,7,11,Low Value,Low,1
CUST_0894,1966,115.65,17,1,3,29,High Value,Low,1
CUST_0895,923,71.0,13,0,1,51,Medium Value,Medium,0
CUST_0896,973,69.5,14,0,2,86,Medium Value,High,0
CUST_0897,1919,101.0,19,2,3,9,High Value,Low,1
CUST_0898,303,25.25,12,0,3,30,Low Value,Medium,0
CUST_0899,1634,68.08,24,1,3,73,High Value,High,0
CUST_0900,40,10.0,4,2,7,25,Low Value,Low,0
CUST_0901,1046,58.11,18,0,1,67,High Value,High,0
CUST_0902,69,11.5,6,0,6,67,Low Value,High,1
CUST_0903,50,8.33,6,0,4,58,Low Value,Medium,0
CUST_0904,1728,69.12,25,1,5,82,High Value,High,0
CUST_0905,352,27.08,13,0,8,98,Low Value,High,0
CUST_0906,1041,57.83,18,1,2,93,High Value,High,0
CUST_0907,1886,104.78,18,1,2,53,High Value,Medium,0
CUST_0908,1046,69.73,15,0,2,66,High Value,High,0
CUST_0909,1336,66.8,20,0,3,6,High Value,Low,0
CUST_0910,1101,57.95,19,0,2,42,High Value,Medium,0
CUST_0911,92,15.33,6,0,3,78,Low Value,High,0
CUST_0912,903,39.26,23,1,7,29,Medium Value,Low,0
CUST_0913,25,6.25,4,0,8,82,Low Value,High,0
CUST_0914,606,33.67,18,0,1,92,Medium Value,High,0
CUST_0915,44,7.33,6,0,8,78,Low Value,High,0
CUST_0916,928,58.0,16,0,4,54,Medium Value,Medium,0
CUST_0917,1794,66.44,27,1,8,45,High Value,Medium,0
CUST_0918,673,29.26,23,0,5,59,Medium Value,Medium,0
CUST_0919,796,37.9,21,0,6,8,Medium Value,Low,0
CUST_0920,976,69.71,14,0,6,51,Medium Value,Medium,0
CUST_0921,605,33.61,18,0,5,51,Medium Value,Medium,0
CUST_0922,1089,99.0,11,1,1,76,High Value,High,1
CUST_0923,2130,118.33,18,3,2,62,High Value,High,1
CUST_0924,51,8.5,6,0,7,86,Low Value,High,0
CUST_0925,1214,67.44,18,2,8,60,High Value,High,0
CUST_0926,550,32.35,17,0,3,56,Medium Value,Medium,0
CUST_0927,259,23.55,11,0,3,83,Low Value,High,0
CUST_0928,36,7.2,5,0,4,92,Low Value,High,0
CUST_0929,948,67.71,14,0,8,31,Medium Value,Medium,0
CUST_0930,30,6.0,5,0,4,80,Low Value,High,0
CUST_0931,59,9.83,6,1,5,39,Low Value,Medium,0
CUST_0932,153,19.12,8,0,6,20,Low Value,Low,1
CUST_0933,93,15.5,6,0,8,53,Low Value,Medium,0
CUST_0934,40,10.0,4,0,6,84,Low Value,High,0
CUST_0935,49,7.0,7,0,8,50,Low Value,Medium,0
CUST_0936,336,25.85,13,0,5,96,Low Value,High,1
CUST_0937,611,33.94,18,0,5,94,Medium Value,High,0
CUST_0938,90,15.0,6,0,5,25,Low Value,Low,0
CUST_0939,304,25.33,12,0,6,48,Low Value,Medium,0
CUST_0940,965,40.21,24,0,2,65,Medium Value,High,0
CUST_0941,536,31.53,17,0,5,69,Medium Value,High,0
CUST_0942,52,10.4,5,0,6,12,Low Value,Low,1
CUST_0943,147,18.38,8,0,6,84,Low Value,High,0
CUST_0944,216,21.6,10,0,5,47,Low Value,Medium,0
CUST_0945,597,33.17,18,0,4,87,Medium Value,High,0
CUST_0946,1694,77.0,22,2,2,35,High Value,Medium,1
CUST_0947,81,11.57,7,0,7,47,Low Value,Medium,0
CUST_0948,16,5.33,3,0,8,48,Low Value,Medium,1
CUST_0949,614,34.11,18,0,9,46,Medium Value,Medium,0
CUST_0950,1153,67.82,17,0,1,27,High Value,Low,0
CUST_0951,76,10.86,7,0,7,37,Low Value,Medium,0
CUST_0952,66,9.43,7,0,8,8,Low Value,Low,0
CUST_0953,460,30.67,15,0,5,29,Low Value,Low,0
CUST_0954,1549,67.35,23,0,2,85,High Value,High,0
CUST_0955,918,39.91,23,0,0,2,Medium Value,Low,0
CUST_0956,1892,105.11,18,1,1,66,High Value,High,0
CUST_0957,385,27.5,14,0,7,60,Low Value,High,0
CUST_0958,64,10.67,6,0,4,54,Low Value,Medium,0
CUST_0959,890,38.7,23,1,7,70,Medium Value,High,0
CUST_0960,16,5.33,3,0,4,55,Low Value,Medium,0
CUST_0961,5,5.0,0,0,14,20,Low Value,Low,0
CUST_0962,43,8.6,5,0,7,78,Low Value,High,0
CUST_0963,1096,42.15,26,0,6,63,High Value,High,0
CUST_0964,1184,53.82,22,2,3,17,High Value,Low,1
CUST_0965,382,27.29,14,0,4,43,Low Value,Medium,0
CUST_0966,1871,103.94,18,0,2,13,High Value,Low,0
CUST_0967,2304,92.16,25,3,5,46,High Value,Medium,1
CUST_0968,1194,45.92,26,0,2,65,High Value,High,0
CUST_0969,40,8.0,5,0,5,1,Low Value,Low,0
CUST_0970,1738,108.62,16,4,1,6,High Value,Low,1
CUST_0971,16,5.33,3,0,7,32,Low Value,Medium,0
CUST_0972,546,32.12,17,1,9,34,Medium Value,Medium,0
CUST_0973,735,36.75,20,0,4,70,Medium Value,High,0
CUST_0974,88,14.67,6,0,3,49,Low Value,Medium,0
CUST_0975,19,6.33,3,0,6,65,Low Value,High,0
CUST_0976,1493,67.86,22,1,6,25,High Value,Low,0
CUST_0977,69,11.5,6,0,5,84,Low Value,High,0
CUST_0978,872,39.64,22,1,6,7,Medium Value,Low,0
CUST_0979,293,24.42,12,0,4,34,Low Value,Medium,0
CUST_0980,490,25.79,19,2,7,38,Low Value,Medium,1
CUST_0981,1881,171.0,11,2,1,1,High Value,Low,1
CUST_0982,542,31.88,17,2,8,25,Medium Value,Low,1
CUST_0983,43,8.6,5,0,8,25,Low Value,Low,0
CUST_0984,258,23.45,11,0,8,50,Low Value,Medium,0
CUST_0985,451,30.07,15,1,4,46,Low Value,Medium,1
CUST_0986,789,37.57,21,0,3,96,Medium Value,High,0
CUST_0987,1383,72.79,19,1,1,57,High Value,Medium,0
CUST_0988,41,6.83,6,1,8,47,Low Value,Medium,0
CUST_0989,13,4.33,3,0,6,52,Low Value,Medium,0
CUST_0990,2036,101.8,20,3,5,30,High Value,Medium,0
CUST_0991,116,16.57,7,0,2,63,Low Value,High,0
CUST_0992,252,22.91,11,0,9,51,Low Value,Medium,0
CUST_0993,91,15.17,6,0,8,14,Low Value,Low,0
CUST_0994,41,6.83,6,0,5,20,Low Value,Low,0
CUST_0995,395,28.21,14,0,3,56,Low Value,Medium,0
CUST_0996,1287,67.74,19,1,3,41,High Value,Medium,0
CUST_0997,225,22.5,10,0,2,72,Low Value,High,0
CUST_0998,33,8.25,4,0,8,1,Low Value,Low,0
CUST_0999,119,17.0,7,0,7,27,Low Value,Low,0
CUST_1000,78,11.14,7,0,7,77,Low Value,High,0
CUST_1001,63,12.6,5,0,8,87,Low Value,High,0
CUST_1002,1206,67.0,18,0,7,81,High Value,High,1
CUST_1003,64,12.8,5,0,5,51,Low Value,Medium,0
CUST_1004,46,9.2,5,0,8,79,Low Value,High,0
CUST_1005,619,34.39,18,0,4,11,Medium Value,Low,0
CUST_1006,68,11.33,6,1,7,54,Low Value,Medium,1
CUST_1007,54,10.8,5,0,9,93,Low Value,High,0
CUST_1008,20,5.0,4,0,4,0,Low Value,Low,0
CUST_1009,1178,43.63,27,0,6,54,High Value,Medium,0
CUST_1010,1433,68.24,21,1,3,21,High Value,Low,1
CUST_1011,1949,102.58,19,0,3,58,High Value,Medium,1
CUST_1012,1051,70.07,15,0,2,3,High Value,Low,0
CUST_1013,39,9.75,4,0,8,99,Low Value,High,0
CUST_1014,1221,67.83,18,1,2,70,High Value,High,0
CUST_1015,269,24.45,11,0,8,65,Low Value,High,0
CUST_1016,47,6.71,7,0,4,44,Low Value,Medium,0
CUST_1017,84,14.0,6,0,7,6,Low Value,Low,0
CUST_1018,65,13.0,5,1,6,9,Low Value,Low,1
CUST_1019,532,31.29,17,0,5,95,Medium Value,High,0
CUST_1020,486,30.38,16,1,3,70,Low Value,High,0
CUST_1021,49,9.8,5,0,8,92,Low Value,High,0
CUST_1022,176,176.0,1,0,19,62,Low Value,High,0
CUST_1023,833,64.08,13,1,2,85,Medium Value,High,0
CUST_1024,30,7.5,4,0,6,2,Low Value,Low,1
CUST_1025,119,17.0,7,0,7,0,Low Value,Low,0
CUST_1026,93,15.5,6,0,4,91,Low Value,High,0
CUST_1027,1113,42.81,26,0,3,3,High Value,Low,0
CUST_1028,310,25.83,12,0,8,68,Low Value,High,1
CUST_1029,665,35.0,19,1,5,98,Medium Value,High,0
CUST_1030,1287,67.74,19,1,3,41,High Value,Medium,0
CUST_1031,11,3.67,3,1,8,16,Low Value,Low,0
CUST_1032,2262,94.25,24,0,5,82,High Value,High,0
CUST_1033,30,6.0,5,0,6,1,Low Value,Low,1
CUST_1034,27,6.75,4,0,7,64,Low Value,High,0
CUST_1035,942,47.1,20,0,2,68,Medium Value,High,0
CUST_1036,255,23.18,11,0,8,98,Low Value,High,0
CUST_1037,253,23.0,11,0,7,32,Low Value,Medium,0
CUST_1038,1194,56.86,21,0,3,87,High Value,High,0
CUST_1039,884,55.25,16,0,1,84,Medium Value,High,0
CUST_1040,1144,67.29,17,1,8,3,High Value,Low,0
CUST_1041,955,39.79,24,1,5,34,Medium Value,Medium,0
CUST_1042,618,34.33,18,0,5,23,Medium Value,Low,1
CUST_1043,29,7.25,4,1,5,37,Low Value,Medium,0
CUST_1044,497,31.06,16,0,2,22,Low Value,Low,0
CUST_1045,24,4.8,5,0,7,19,Low Value,Low,0
CUST_1046,1503,68.32,22,2,1,7,High Value,Low,1
CUST_1047,1677,67.08,25,0,6,52,High Value,Medium,0
CUST_1048,16,5.33,3,0,8,91,Low Value,High,0
CUST_1049,889,38.65,23,0,2,93,Medium Value,High,0
CUST_1050,44,7.33,6,0,8,78,Low Value,High,0
CUST_1051,1287,67.74,19,0,3,23,High Value,Low,0
CUST_1052,710,35.5,20,0,6,83,Medium Value,High,0
CUST_1053,39,7.8,5,0,5,92,Low Value,High,0
CUST_1054,342,26.31,13,0,6,4,Low Value,Low,0
CUST_1055,1998,99.9,20,1,1,32,High Value,Medium,0
CUST_1056,1254,52.25,24,2,2,27,High Value,Low,0
CUST_1057,20,5.0,4,0,7,10,Low Value,Low,0
CUST_1058,354,27.23,13,0,5,9,Low Value,Low,0
CUST_1059,17,5.67,3,0,7,65,Low Value,High,0
CUST_1060,850,70.83,12,0,2,68,Medium Value,High,0
CUST_1061,341,26.23,13,0,9,16,Low Value,Low,1
CUST_1062,1302,86.8,15,0,3,12,High Value,Low,1
CUST_1063,15,5.0,3,0,4,95,Low Value,High,0
CUST_1064,1954,102.84,19,1,3,16,High Value,Low,1
CUST_1065,839,38.14,22,0,8,46,Medium Value,Medium,0
CUST_1066,15,3.75,4,0,4,3,Low Value,Low,0
CUST_1067,442,20.09,22,4,5,80,Low Value,High,1
CUST_1068,20,6.67,3,0,6,77,Low Value,High,0
CUST_1069,1149,71.81,16,0,2,0,High Value,Low,1
CUST_1070,1920,101.05,19,1,2,62,High Value,High,0
CUST_1071,121,17.29,7,0,5,91,Low Value,High,0
CUST_1072,702,43.88,16,0,2,24,Medium Value,Low,0
CUST_1073,70,11.67,6,0,8,2,Low Value,Low,0
CUST_1074,117,16.71,7,0,3,22,Low Value,Low,0
CUST_1075,397,28.36,14,0,4,56,Low Value,Medium,0
CUST_1076,835,69.58,12,0,1,54,Medium Value,Medium,0
CUST_1077,715,51.07,14,0,1,71,Medium Value,High,0
CUST_1078,11,3.67,3,0,7,38,Low Value,Medium,0
CUST_1079,902,39.22,23,0,5,62,Medium Value,High,0
CUST_1080,1835,107.94,17,3,1,78,High Value,High,1
CUST_1081,322,26.83,12,0,5,18,Low Value,Low,0
CUST_1082,389,27.79,14,0,8,95,Low Value,High,0
CUST_1083,257,23.36,11,0,5,66,Low Value,High,0
CUST_1084,40,8.0,5,0,8,28,Low Value,Low,0
CUST_1085,1323,66.15,20,1,2,78,High Value,High,0
CUST_1086,61,12.2,5,0,5,13,Low Value,Low,0
CUST_1087,47,7.83,6,0,5,27,Low Value,Low,0
CUST_1088,546,32.12,17,1,5,17,Medium Value,Low,0
CUST_1089,306,25.5,12,0,4,71,Low Value,High,0
CUST_1090,1140,76.0,15,0,1,79,High Value,High,0
CUST_1091,1059,70.6,15,1,5,1,High Value,Low,1
CUST_1092,16,5.33,3,0,5,78,Low Value,High,0
CUST_1093,1970,103.68,19,1,1,23,High Value,Low,0
CUST_1094,44,7.33,6,0,8,75,Low Value,High,0
CUST_1095,1406,127.82,11,2,6,70,High Value,High,0
CUST_1096,39,9.75,4,1,8,10,Low Value,Low,1
CUST_1097,273,24.82,11,1,6,24,Low Value,Low,1
CUST_1098,50,10.0,5,0,8,47,Low Value,Medium,0
CUST_1099,606,33.67,18,0,9,98,Medium Value,High,0
CUST_1100,736,36.8,20,0,3,4,Medium Value,Low,0
CUST_1101,119,17.0,7,0,7,15,Low Value,Low,0
CUST_1102,259,23.55,11,0,7,67,Low Value,High,0
CUST_1103,126,18.0,7,0,3,32,Low Value,Medium,0
CUST_1104,301,25.08,12,0,7,40,Low Value,Medium,0
CUST_1105,343,26.38,13,0,8,54,Low Value,Medium,1
CUST_1106,1627,116.21,14,0,8,78,High Value,High,0
CUST_1107,62,12.4,5,0,3,94,Low Value,High,0
CUST_1108,13,4.33,3,0,4,51,Low Value,Medium,0
CUST_1109,1056,44.0,24,0,4,42,High Value,Medium,1
CUST_1110,887,68.23,13,1,7,67,Medium Value,High,0
CUST_1111,11,3.67,3,0,7,87,Low Value,High,0
CUST_1112,41,10.25,4,0,5,29,Low Value,Low,0
CUST_1113,1872,85.09,22,1,3,89,High Value,High,0
CUST_1114,1974,98.7,20,3,4,74,High Value,High,1
CUST_1115,297,24.75,12,0,6,97,Low Value,High,0
CUST_1116,73,12.17,6,0,9,63,Low Value,High,0
CUST_1117,1301,68.47,19,0,1,88,High Value,High,1
CUST_1118,26,4.33,6,0,5,34,Low Value,Medium,0
CUST_1119,295,24.58,12,0,7,81,Low Value,High,0
CUST_1120,612,34.0,18,0,4,65,Medium Value,High,0
CUST_1121,71,11.83,6,0,5,51,Low Value,Medium,0
CUST_1122,26,5.2,5,0,6,76,Low Value,High,0
CUST_1123,68,11.33,6,0,7,76,Low Value,High,0
CUST_1124,969,40.38,24,0,3,84,Medium Value,High,0
CUST_1125,58,8.29,7,0,4,56,Low Value,Medium,0
CUST_1126,118,16.86,7,1,6,31,Low Value,Medium,1
CUST_1127,652,34.32,19,0,8,0,Medium Value,Low,0
CUST_1128,392,28.0,14,0,8,91,Low Value,High,0
CUST_1129,18,6.0,3,1,9,40,Low Value,Medium,1
CUST_1130,1030,41.2,25,0,6,59,High Value,Medium,0
CUST_1131,1422,67.71,21,0,6,96,High Value,High,0
CUST_1132,13,4.33,3,0,8,61,Low Value,High,0
CUST_1133,1719,68.76,25,1,2,14,High Value,Low,1
CUST_1134,224,22.4,10,0,1,16,Low Value,Low,0
CUST_1135,46,7.67,6,0,7,98,Low Value,High,0
CUST_1136,496,31.0,16,0,7,11,Low Value,Low,1
CUST_1137,1011,72.21,14,0,4,52,High Value,Medium,0
CUST_1138,1357,135.7,10,0,1,19,High Value,Low,0
CUST_1139,920,40.0,23,0,5,61,Medium Value,High,0
CUST_1140,260,23.64,11,0,5,73,Low Value,High,0
CUST_1141,652,34.32,19,0,8,0,Medium Value,Low,0
CUST_1142,490,30.62,16,1,7,74,Low Value,High,0
CUST_1143,950,47.5,20,0,2,55,Medium Value,Medium,0
CUST_1144,216,21.6,10,0,7,48,Low Value,Medium,0
CUST_1145,595,33.06,18,0,4,53,Medium Value,Medium,0
CUST_1146,67,13.4,5,0,3,13,Low Value,Low,0
CUST_1147,93,15.5,6,0,8,34,Low Value,Medium,0
CUST_1148,893,55.81,16,0,2,54,Medium Value,Medium,0
CUST_1149,1047,69.8,15,0,1,69,High Value,High,0
CUST_1150,8,2.67,3,1,5,81,Low Value,High,0
CUST_1151,22,5.5,4,0,8,99,Low Value,High,0
CUST_1152,1678,111.87,15,0,5,3,High Value,Low,0
CUST_1153,391,27.93,14,1,7,61,Low Value,High,0
CUST_1154,61,12.2,5,0,8,65,Low Value,High,0
CUST_1155,221,22.1,10,0,5,93,Low Value,High,0
CUST_1156,16,5.33,3,0,8,24,Low Value,Low,0
CUST_1157,445,29.67,15,0,3,8,Low Value,Low,0
CUST_1158,72,12.0,6,0,5,72,Low Value,High,0
CUST_1159,2429,142.88,17,1,1,29,High Value,Low,0
CUST_1160,485,30.31,16,0,7,33,Low Value,Medium,0
CUST_1161,224,22.4,10,0,6,68,Low Value,High,0
CUST_1162,1208,67.11,18,1,7,55,High Value,Medium,1
CUST_1163,48,6.86,7,0,5,76,Low Value,High,0
CUST_1164,16,5.33,3,0,7,17,Low Value,Low,0
CUST_1165,19,4.75,4,0,5,94,Low Value,High,0
CUST_1166,50,10.0,5,0,4,86,Low Value,High,0
CUST_1167,1000,40.0,25,1,4,25,Medium Value,Low,0
CUST_1168,151,18.88,8,0,8,22,Low Value,Low,0
CUST_1169,38,9.5,4,0,5,15,Low Value,Low,0
CUST_1170,1713,114.2,15,0,3,35,High Value,Medium,1
CUST_1171,1419,67.57,21,2,4,81,High Value,High,1
CUST_1172,67,13.4,5,0,4,55,Low Value,Medium,0
CUST_1173,150,18.75,8,0,5,94,Low Value,High,0
CUST_1174,116,16.57,7,0,6,50,Low Value,Medium,0
CUST_1175,777,37.0,21,0,6,64,Medium Value,High,0
CUST_1176,122,17.43,7,0,4,91,Low Value,High,0
CUST_1177,1150,67.65,17,1,8,11,High Value,Low,0
CUST_1178,908,69.85,13,0,1,72,Medium Value,High,0
CUST_1179,1006,41.92,24,0,5,6,High Value,Low,0
CUST_1180,152,19.0,8,0,4,0,Low Value,Low,0
CUST_1181,674,35.47,19,0,7,66,Medium Value,High,0
CUST_1182,181,20.11,9,0,4,42,Low Value,Medium,0
CUST_1183,18,4.5,4,1,7,60,Low Value,High,1
CUST_1184,1084,67.75,16,0,1,64,High Value,High,0
CUST_1185,656,34.53,19,1,8,87,Medium Value,High,0
CUST_1186,1672,66.88,25,1,2,96,High Value,High,0
CUST_1187,36,7.2,5,0,7,1,Low Value,Low,0
CUST_1188,39,9.75,4,1,5,54,Low Value,Medium,0
CUST_1189,120,17.14,7,0,7,53,Low Value,Medium,0
CUST_1190,343,26.38,13,1,7,96,Low Value,High,0
CUST_1191,511,31.94,16,0,1,58,Medium Value,Medium,0
CUST_1192,989,34.1,29,1,4,12,Medium Value,Low,0
CUST_1193,1988,99.4,20,1,3,78,High Value,High,0
CUST_1194,221,22.1,10,0,6,64,Low Value,High,0
CUST_1195,120,17.14,7,0,6,26,Low Value,Low,1
CUST_1196,496,31.0,16,0,3,8,Low Value,Low,0
CUST_1197,148,18.5,8,0,9,49,Low Value,Medium,0
CUST_1198,1553,67.52,23,0,2,56,High Value,Medium,0
CUST_1199,88,14.67,6,0,7,55,Low Value,Medium,0
CUST_1200,59,8.43,7,0,8,25,Low Value,Low,0
CUST_1201,16,5.33,3,0,8,50,Low Value,Medium,0
CUST_1202,748,35.62,21,1,4,84,Medium Value,High,0
CUST_1203,62,12.4,5,1,8,30,Low Value,Medium,0
CUST_1204,84,12.0,7,0,5,81,Low Value,High,0
CUST_1205,1203,66.83,18,0,3,74,High Value,High,0
CUST_1206,766,36.48,21,1,6,76,Medium Value,High,0
CUST_1207,34,6.8,5,1,5,36,Low Value,Medium,1
CUST_1208,349,26.85,13,0,4,64,Low Value,High,0
CUST_1209,70,11.67,6,0,7,62,Low Value,High,0
CUST_1210,182,20.22,9,0,8,53,Low Value,Medium,0
CUST_1211,37,9.25,4,0,5,86,Low Value,High,0
CUST_1212,51,7.29,7,0,4,15,Low Value,Low,0
CUST_1213,46,9.2,5,0,8,67,Low Value,High,0
CUST_1214,28,7.0,4,0,6,47,Low Value,Medium,0
CUST_1215,790,37.62,21,0,6,47,Medium Value,Medium,0
CUST_1216,119,17.0,7,0,3,81,Low Value,High,0
CUST_1217,1555,67.61,23,3,2,98,High Value,High,0
CUST_1218,30,7.5,4,0,8,56,Low Value,Medium,0
CUST_1219,145,18.12,8,0,6,48,Low Value,Medium,0
CUST_1220,18,4.5,4,0,7,18,Low Value,Low,0
CUST_1221,62,12.4,5,0,4,74,Low Value,High,0
CUST_1222,833,37.86,22,1,1,68,Medium Value,High,0
CUST_1223,666,74.0,9,0,1,36,Medium Value,Medium,0
CUST_1224,306,25.5,12,0,8,90,Low Value,High,0
CUST_1225,7,7.0,0,0,20,65,Low Value,High,0
CUST_1226,79,11.29,7,0,9,63,Low Value,High,0
CUST_1227,17,5.67,3,0,5,82,Low Value,High,0
CUST_1228,9,3.0,3,0,8,63,Low Value,High,0
CUST_1229,954,39.75,24,1,6,55,Medium Value,Medium,0
CUST_1230,1492,124.33,12,2,3,64,High Value,High,1
CUST_1231,962,40.08,24,1,4,51,Medium Value,Medium,0
CUST_1232,1502,46.94,32,1,6,97,High Value,High,1
CUST_1233,789,52.6,15,0,4,92,Medium Value,High,0
CUST_1234,774,36.86,21,0,6,51,Medium Value,Medium,0
CUST_1235,395,28.21,14,0,7,72,Low Value,High,1
CUST_1236,395,28.21,14,0,6,39,Low Value,Medium,1
CUST_1237,577,33.94,17,0,2,49,Medium Value,Medium,0
CUST_1238,17,5.67,3,1,6,21,Low Value,Low,0
CUST_1239,2153,97.86,22,2,2,91,High Value,High,0
CUST_1240,29,7.25,4,1,5,37,Low Value,Medium,0
CUST_1241,1728,108.0,16,1,2,98,High Value,High,1
CUST_1242,1767,67.96,26,2,3,85,High Value,High,0
CUST_1243,39,7.8,5,0,8,40,Low Value,Medium,0
CUST_1244,60,12.0,5,0,7,2,Low Value,Low,1
CUST_1245,1835,107.94,17,3,1,78,High Value,High,1
CUST_1246,661,34.79,19,0,8,41,Medium Value,Medium,1
CUST_1247,52,8.67,6,0,7,94,Low Value,High,0
CUST_1248,182,20.22,9,0,6,10,Low Value,Low,0
CUST_1249,1329,73.83,18,0,2,73,High Value,High,0
CUST_1250,961,68.64,14,1,4,22,Medium Value,Low,0
CUST_1251,810,38.57,21,0,3,30,Medium Value,Medium,0
CUST_1252,216,21.6,10,1,8,21,Low Value,Low,1
CUST_1253,540,31.76,17,0,8,51,Medium Value,Medium,0
CUST_1254,68,11.33,6,0,8,97,Low Value,High,0
CUST_1255,1226,68.11,18,1,8,56,High Value,Medium,0
CUST_1256,20,6.67,3,1,6,4,Low Value,Low,0
CUST_1257,89,14.83,6,0,7,77,Low Value,High,0
CUST_1258,982,44.64,22,1,3,95,Medium Value,High,0
CUST_1259,335,25.77,13,0,5,36,Low Value,Medium,0
CUST_1260,1889,104.94,18,1,2,13,High Value,Low,1
CUST_1261,1110,42.69,26,2,7,90,High Value,High,1
CUST_1262,37,9.25,4,0,9,49,Low Value,Medium,0
CUST_1263,438,29.2,15,0,8,18,Low Value,Low,0
CUST_1264,290,26.36,11,0,7,89,Low Value,High,0
CUST_1265,39,9.75,4,0,7,43,Low Value,Medium,0
CUST_1266,492,30.75,16,1,7,82,Low Value,High,1
CUST_1267,44,8.8,5,0,4,84,Low Value,High,0
CUST_1268,2136,97.09,22,3,2,80,High Value,High,1
CUST_1269,669,35.21,19,0,6,68,Medium Value,High,0
CUST_1270,14,4.67,3,0,7,12,Low Value,Low,0
CUST_1271,25,6.25,4,0,9,75,Low Value,High,0
CUST_1272,68,11.33,6,0,5,10,Low Value,Low,0
CUST_1273,10,3.33,3,0,7,91,Low Value,High,0
CUST_1274,61,12.2,5,0,4,21,Low Value,Low,0
CUST_1275,150,18.75,8,0,2,28,Low Value,Low,0
CUST_1276,39,9.75,4,0,9,97,Low Value,High,0
CUST_1277,724,36.2,20,1,5,49,Medium Value,Medium,0
CUST_1278,1641,117.21,14,1,1,14,High Value,Low,1
CUST_1279,32,5.33,6,0,6,5,Low Value,Low,0
CUST_1280,2130,118.33,18,3,2,62,High Value,High,1
CUST_1281,27,5.4,5,0,7,83,Low Value,High,0
CUST_1282,261,23.73,11,0,9,48,Low Value,Medium,0
CUST_1283,1233,68.5,18,1,3,94,High Value,High,0
CUST_1284,778,37.05,21,0,7,61,Medium Value,High,0
CUST_1285,337,25.92,13,0,8,70,Low Value,High,0
CUST_1286,1487,67.59,22,2,2,43,High Value,Medium,0
CUST_1287,1143,42.33,27,4,6,23,High Value,Low,1
CUST_1288,1040,41.6,25,0,6,37,High Value,Medium,0
CUST_1289,650,34.21,19,0,4,50,Medium Value,Medium,0
CUST_1290,1497,68.05,22,0,4,78,High Value,High,0
CUST_1291,297,24.75,12,0,7,74,Low Value,High,0
CUST_1292,783,37.29,21,0,2,14,Medium Value,Low,0
CUST_1293,262,23.82,11,0,4,77,Low Value,High,0
CUST_1294,54,9.0,6,0,9,39,Low Value,Medium,0
CUST_1295,358,27.54,13,0,4,89,Low Value,High,0
CUST_1296,39,9.75,4,0,7,62,Low Value,High,0
CUST_1297,75,12.5,6,0,7,59,Low Value,Medium,0
CUST_1298,41,10.25,4,0,4,68,Low Value,High,0
CUST_1299,1505,57.88,26,0,3,13,High Value,Low,0
CUST_1300,309,25.75,12,0,6,37,Low Value,Medium,0
CUST_1301,987,41.12,24,1,1,36,Medium Value,Medium,0
CUST_1302,297,24.75,12,1,9,28,Low Value,Low,1
CUST_1303,46,7.67,6,0,8,2,Low Value,Low,0
CUST_1304,1473,66.95,22,0,7,17,High Value,Low,0
CUST_1305,51,8.5,6,0,7,86,Low Value,High,0
CUST_1306,152,19.0,8,0,5,54,Low Value,Medium,0
CUST_1307,111,55.5,2,0,17,2,Low Value,Low,0
CUST_1308,1099,68.69,16,1,4,3,High Value,Low,1
CUST_1309,55,9.17,6,0,7,84,Low Value,High,0
CUST_1310,316,26.33,12,0,9,8,Low Value,Low,1
CUST_1311,1232,68.44,18,2,4,4,High Value,Low,0
CUST_1312,1331,51.19,26,0,1,57,High Value,Medium,0
CUST_1313,769,40.47,19,3,9,24,Medium Value,Low,1
CUST_1314,270,24.55,11,0,5,51,Low Value,Medium,0
CUST_1315,1117,69.81,16,0,1,29,High Value,Low,0
CUST_1316,115,16.43,7,0,6,13,Low Value,Low,0
CUST_1317,29,7.25,4,0,6,23,Low Value,Low,0
CUST_1318,263,23.91,11,0,9,36,Low Value,Medium,1
CUST_1319,305,25.42,12,1,6,88,Low Value,High,0
CUST_1320,339,26.08,13,0,5,2,Low Value,Low,0
CUST_1321,1144,67.29,17,1,8,3,High Value,Low,1
CUST_1322,67,13.4,5,0,6,15,Low Value,Low,0
CUST_1323,19,6.33,3,0,9,58,Low Value,Medium,0
CUST_1324,70,11.67,6,0,6,11,Low Value,Low,0
CUST_1325,24,6.0,4,0,6,27,Low Value,Low,0
CUST_1326,399,28.5,14,0,5,32,Low Value,Medium,0
CUST_1327,762,36.29,21,1,6,12,Medium Value,Low,0
CUST_1328,1301,68.47,19,0,1,88,High Value,High,1
CUST_1329,1469,66.77,22,0,2,91,High Value,High,0
CUST_1330,1118,69.88,16,0,2,12,High Value,Low,1
CUST_1331,17,5.67,3,0,8,21,Low Value,Low,0
CUST_1332,221,22.1,10,0,4,23,Low Value,Low,0
CUST_1333,1460,76.84,19,1,4,10,High Value,Low,1
CUST_1334,808,38.48,21,0,5,35,Medium Value,Medium,0
CUST_1335,70,11.67,6,1,8,69,Low Value,High,0
CUST_1336,605,33.61,18,0,4,68,Medium Value,High,0
CUST_1337,1900,105.56,18,0,2,85,High Value,High,0
CUST_1338,119,17.0,7,0,6,34,Low Value,Medium,0
CUST_1339,498,31.12,16,0,7,55,Low Value,Medium,0
CUST_1340,40,8.0,5,1,8,10,Low Value,Low,0
