interaction_id,customer_id,interaction_date,device_type,page_views,session_duration
6821,CUST_1300,2026-01-08,Desktop,6,55
6822,CUST_1300,2026-01-02,Mobile,9,210
6823,CUST_1301,2026-01-18,Tablet,4,522
6824,CUST_1302,2026-01-02,Tablet,14,176
6825,CUST_1302,2026-01-02,Tablet,10,359
6826,CUST_1302,2026-01-17,Tablet,13,101
6827,CUST_1302,2026-01-17,Mobile,5,581
6828,CUST_1302,2025-12-29,Tablet,11,133
6829,CUST_1302,2026-01-07,Mobile,12,393
6830,CUST_1302,2026-01-22,Desktop,9,378
6831,CUST_1302,2026-01-04,Desktop,13,452
6832,CUST_1302,2026-01-13,Mobile,7,68
6833,CUST_1303,2025-12-26,Mobile,8,536
6834,CUST_1303,2026-01-20,Mobile,2,549
6835,CUST_1303,2026-01-06,Mobile,11,359
6836,CUST_1303,2025-12-27,Desktop,7,448
6837,CUST_1303,2026-01-24,Tablet,14,510
6838,CUST_1303,2026-01-02,Tablet,7,391
6839,CUST_1303,2026-01-03,Mobile,11,244
6840,CUST_1303,2025-12-26,Tablet,9,375
6841,CUST_1304,2026-01-18,Mobile,4,546
6842,CUST_1304,2026-01-21,Mobile,13,552
6843,CUST_1304,2026-01-17,Tablet,8,573
6844,CUST_1304,2026-01-15,Tablet,5,102
6845,CUST_1304,2026-01-02,Tablet,8,572
6846,CUST_1304,2026-01-06,Tablet,3,333
6847,CUST_1304,2026-01-16,Desktop,8,574
6848,CUST_1305,2025-12-30,Desktop,4,397
6849,CUST_1305,2026-01-23,Mobile,2,328
6850,CUST_1305,2026-01-18,Tablet,14,143
6851,CUST_1305,2026-01-11,Tablet,5,365
6852,CUST_1305,2025-12-31,Tablet,5,420
6853,CUST_1305,2025-12-28,Desktop,9,382
6854,CUST_1305,2026-01-10,Mobile,7,163
6855,CUST_1306,2026-01-19,Tablet,7,544
6856,CUST_1306,2026-01-10,Desktop,14,333
6857,CUST_1306,2025-12-30,Mobile,4,506
6858,CUST_1306,2026-01-12,Mobile,5,332
6859,CUST_1306,2026-01-18,Tablet,12,576
6860,CUST_1307,2025-12-30,Mobile,11,578
6861,CUST_1307,2026-01-03,Desktop,13,67
6862,CUST_1307,2026-01-03,Desktop,5,450
6863,CUST_1307,2026-01-02,Tablet,3,266
6864,CUST_1307,2026-01-13,Mobile,10,351
6865,CUST_1307,2026-01-05,Mobile,12,138
6866,CUST_1307,2026-01-09,Tablet,9,212
6867,CUST_1307,2026-01-19,Mobile,2,415
6868,CUST_1307,2026-01-18,Desktop,11,387
6869,CUST_1307,2026-01-02,Mobile,3,529
6870,CUST_1308,2026-01-01,Mobile,9,142
6871,CUST_1308,2025-12-30,Desktop,6,586
6872,CUST_1308,2026-01-14,Desktop,6,580
6873,CUST_1308,2026-01-23,Mobile,2,307
6874,CUST_1309,2026-01-24,Tablet,13,51
6875,CUST_1309,2026-01-13,Desktop,11,183
6876,CUST_1309,2026-01-16,Desktop,3,496
6877,CUST_1309,2026-01-09,Mobile,12,302
6878,CUST_1309,2025-12-31,Desktop,7,138
6879,CUST_1309,2025-12-27,Tablet,11,241
6880,CUST_1309,2026-01-16,Desktop,8,135
6881,CUST_1310,2026-01-05,Mobile,2,207
6882,CUST_1310,2025-12-31,Mobile,6,125
6883,CUST_1310,2026-01-19,Mobile,4,457
6884,CUST_1310,2026-01-08,Desktop,9,96
6885,CUST_1310,2026-01-02,Desktop,11,584
6886,CUST_1310,2026-01-15,Desktop,14,335
6887,CUST_1310,2026-01-10,Tablet,10,505
6888,CUST_1310,2025-12-27,Desktop,9,90
6889,CUST_1310,2025-12-31,Desktop,5,114
6890,CUST_1311,2026-01-04,Desktop,9,381
6891,CUST_1311,2026-01-07,Desktop,5,371
6892,CUST_1311,2026-01-12,Desktop,9,226
6893,CUST_1311,2026-01-06,Desktop,11,541
6894,CUST_1312,2026-01-15,Tablet,3,348
6895,CUST_1313,2025-12-29,Desktop,13,121
6896,CUST_1313,2025-12-31,Mobile,12,277
6897,CUST_1313,2025-12-29,Mobile,7,234
6898,CUST_1313,2026-01-11,Tablet,2,343
6899,CUST_1313,2026-01-09,Mobile,5,486
6900,CUST_1313,2026-01-20,Desktop,2,573
6901,CUST_1313,2026-01-16,Mobile,7,166
6902,CUST_1313,2026-01-02,Tablet,11,472
6903,CUST_1313,2026-01-15,Tablet,11,73
6904,CUST_1314,2026-01-06,Tablet,9,445
6905,CUST_1314,2026-01-20,Desktop,8,479
6906,CUST_1314,2025-12-31,Desktop,10,451
6907,CUST_1314,2026-01-22,Tablet,12,184
6908,CUST_1314,2026-01-09,Mobile,5,362
6909,CUST_1315,2025-12-29,Desktop,2,232
6910,CUST_1316,2026-01-09,Desktop,7,469
6911,CUST_1316,2026-01-06,Desktop,11,57
6912,CUST_1316,2026-01-11,Tablet,14,273
6913,CUST_1316,2026-01-11,Desktop,7,496
6914,CUST_1316,2026-01-02,Desktop,14,457
6915,CUST_1316,2026-01-08,Desktop,10,597
6916,CUST_1317,2025-12-26,Desktop,4,466
6917,CUST_1317,2025-12-26,Desktop,7,250
6918,CUST_1317,2026-01-07,Tablet,13,382
6919,CUST_1317,2026-01-20,Mobile,5,329
6920,CUST_1317,2026-01-16,Desktop,3,449
6921,CUST_1317,2026-01-09,Desktop,11,346
6922,CUST_1318,2026-01-03,Mobile,10,182
6923,CUST_1318,2026-01-07,Desktop,5,59
6924,CUST_1318,2026-01-15,Mobile,3,263
6925,CUST_1318,2026-01-15,Desktop,14,377
6926,CUST_1318,2025-12-28,Mobile,3,383
6927,CUST_1318,2026-01-21,Desktop,7,490
6928,CUST_1318,2026-01-14,Desktop,2,254
6929,CUST_1318,2026-01-16,Mobile,5,558
6930,CUST_1318,2026-01-07,Tablet,5,355
6931,CUST_1319,2025-12-26,Tablet,7,208
6932,CUST_1319,2026-01-05,Desktop,14,552
6933,CUST_1319,2026-01-09,Desktop,8,178
6934,CUST_1319,2026-01-17,Desktop,11,76
6935,CUST_1319,2026-01-09,Desktop,2,536
6936,CUST_1319,2026-01-12,Tablet,9,34
6937,CUST_1320,2026-01-03,Tablet,6,85
6938,CUST_1320,2026-01-18,Mobile,13,207
6939,CUST_1320,2026-01-06,Tablet,5,151
6940,CUST_1320,2026-01-13,Mobile,12,441
6941,CUST_1320,2026-01-17,Tablet,9,36
6942,CUST_1321,2026-01-15,Mobile,7,514
6943,CUST_1321,2026-01-17,Mobile,14,421
6944,CUST_1321,2026-01-20,Tablet,5,419
6945,CUST_1321,2025-12-27,Desktop,4,561
6946,CUST_1321,2026-01-22,Tablet,12,437
6947,CUST_1321,2026-01-04,Tablet,9,190
6948,CUST_1321,2026-01-21,Desktop,4,294
6949,CUST_1321,2026-01-02,Tablet,3,54
6950,CUST_1322,2026-01-10,Mobile,14,259
6951,CUST_1322,2026-01-02,Mobile,3,175
6952,CUST_1322,2026-01-17,Desktop,5,149
6953,CUST_1322,2026-01-23,Mobile,14,44
6954,CUST_1322,2026-01-14,Tablet,14,576
6955,CUST_1322,2025-12-31,Desktop,12,513
6956,CUST_1323,2026-01-14,Mobile,7,102
6957,CUST_1323,2026-01-23,Tablet,8,353
6958,CUST_1323,2026-01-12,Mobile,9,240
6959,CUST_1323,2026-01-22,Desktop,5,588
6960,CUST_1323,2026-01-22,Tablet,14,203
6961,CUST_1323,2026-01-20,Tablet,11,504
6962,CUST_1323,2026-01-21,Mobile,6,92
6963,CUST_1323,2026-01-20,Desktop,4,450
6964,CUST_1323,2025-12-29,Tablet,6,411
6965,CUST_1324,2026-01-13,Mobile,12,524
6966,CUST_1324,2026-01-06,Mobile,9,41
6967,CUST_1324,2025-12-29,Mobile,13,178
6968,CUST_1324,2026-01-12,Tablet,10,327
6969,CUST_1324,2026-01-15,Tablet,12,567
6970,CUST_1324,2026-01-13,Desktop,12,78
6971,CUST_1325,2026-01-21,Tablet,4,98
6972,CUST_1325,2025-12-30,Mobile,12,211
6973,CUST_1325,2026-01-24,Tablet,7,585
6974,CUST_1325,2026-01-24,Tablet,5,30
6975,CUST_1325,2025-12-30,Tablet,2,165
6976,CUST_1325,2026-01-17,Tablet,9,366
6977,CUST_1326,2025-12-31,Mobile,9,322
6978,CUST_1326,2026-01-12,Tablet,10,405
6979,CUST_1326,2026-01-21,Mobile,14,242
6980,CUST_1326,2026-01-07,Tablet,3,473
6981,CUST_1326,2026-01-19,Tablet,3,517
6982,CUST_1327,2026-01-04,Mobile,11,412
6983,CUST_1327,2026-01-04,Mobile,13,549
6984,CUST_1327,2025-12-29,Mobile,7,123
6985,CUST_1327,2026-01-15,Desktop,12,413
6986,CUST_1327,2026-01-04,Mobile,4,474
6987,CUST_1327,2026-01-03,Desktop,9,207
6988,CUST_1328,2026-01-13,Tablet,5,300
6989,CUST_1329,2026-01-20,Mobile,13,450
6990,CUST_1329,2026-01-22,Mobile,2,232
6991,CUST_1330,2026-01-15,Tablet,10,131
6992,CUST_1330,2026-01-02,Desktop,14,363
6993,CUST_1331,2026-01-12,Mobile,4,31
6994,CUST_1331,2026-01-01,Mobile,11,413
6995,CUST_1331,2025-12-30,Desktop,2,212
6996,CUST_1331,2026-01-02,Tablet,12,598
6997,CUST_1331,2026-01-18,Tablet,4,423
6998,CUST_1331,2025-12-31,Desktop,4,582
6999,CUST_1331,2026-01-19,Tablet,14,270
7000,CUST_1331,2026-01-19,Desktop,5,135
7001,CUST_1332,2026-01-20,Tablet,6,43
7002,CUST_1332,2026-01-04,Tablet,12,284
7003,CUST_1332,2026-01-18,Mobile,7,137
7004,CUST_1332,2026-01-24,Desktop,2,32
7005,CUST_1333,2026-01-23,Desktop,7,471
7006,CUST_1333,2026-01-10,Tablet,7,368
7007,CUST_1333,2026-01-06,Mobile,6,276
7008,CUST_1333,2026-01-12,Mobile,14,526
7009,CUST_1334,2026-01-13,Tablet,14,355
7010,CUST_1334,2025-12-28,Mobile,11,160
7011,CUST_1334,2026-01-12,Mobile,3,144
7012,CUST_1334,2026-01-20,Mobile,3,525
7013,CUST_1334,2026-01-07,Desktop,5,198
7014,CUST_1335,2026-01-05,Tablet,7,300
7015,CUST_1335,2026-01-03,Desktop,8,122
7016,CUST_1335,2026-01-01,Desktop,3,35
7017,CUST_1335,2026-01-22,Tablet,3,463
7018,CUST_1335,2025-12-28,Tablet,14,482
7019,CUST_1335,2026-01-17,Mobile,10,306
7020,CUST_1335,2026-01-23,Desktop,13,591
7021,CUST_1335,2026-01-04,Mobile,11,448
7022,CUST_1336,2026-01-24,Mobile,9,417
7023,CUST_1336,2026-01-16,Tablet,14,66
7024,CUST_1336,2026-01-06,Tablet,12,258
7025,CUST_1336,2026-01-08,Tablet,8,170
7026,CUST_1337,2026-01-17,Mobile,6,326
7027,CUST_1337,2026-01-03,Tablet,13,509
7028,CUST_1338,2026-01-21,Mobile,7,550
7029,CUST_1338,2026-01-17,Tablet,7,74
7030,CUST_1338,2026-01-16,Tablet,11,326
7031,CUST_1338,2026-01-11,Mobile,12,365
7032,CUST_1338,2026-01-19,Mobile,9,50
7033,CUST_1338,2025-12-27,Tablet,10,270
7034,CUST_1339,2025-12-29,Desktop,13,555
7035,CUST_1339,2026-01-13,Tablet,14,85
7036,CUST_1339,2026-01-19,Tablet,14,89
7037,CUST_1339,2026-01-23,Tablet,6,424
7038,CUST_1339,2026-01-01,Desktop,8,235
7039,CUST_1339,2026-01-15,Desktop,3,562
7040,CUST_1339,2026-01-13,Tablet,7,205
7041,CUST_1340,2025-12-31,Desktop,4,481
7042,CUST_1340,2026-01-19,Mobile,3,328
7043,CUST_1340,2026-01-14,Mobile,2,505
7044,CUST_1340,2026-01-13,Mobile,7,166
7045,CUST_1340,2025-12-30,Desktop,14,47
7046,CUST_1340,2026-01-06,Mobile,3,230
7047,CUST_1340,2026-01-06,Tablet,7,467
7048,CUST_1340,2025-12-31,Mobile,9,526
7049,CUST_1341,2026-01-12,Desktop,3,467
7050,CUST_1341,2026-01-08,Tablet,3,196
7051,CUST_1341,2025-12-27,Mobile,3,225
7052,CUST_1341,2026-01-09,Tablet,13,228
7053,CUST_1341,2025-12-28,Tablet,8,355
7054,CUST_1341,2026-01-04,Mobile,12,239
7055,CUST_1341,2026-01-03,Tablet,12,52
7056,CUST_1341,2025-12-26,Tablet,10,220
7057,CUST_1342,2026-01-04,Mobile,9,518
7058,CUST_1342,2026-01-21,Mobile,3,104
7059,CUST_1342,2026-01-16,Tablet,6,526
7060,CUST_1342,2026-01-02,Desktop,5,142
7061,CUST_1342,2026-01-17,Desktop,4,311
7062,CUST_1342,2026-01-09,Mobile,14,432
7063,CUST_1343,2026-01-09,Mobile,6,66
7064,CUST_1343,2026-01-23,Mobile,7,311
7065,CUST_1343,2026-01-13,Mobile,4,574
7066,CUST_1343,2026-01-10,Tablet,14,82
7067,CUST_1343,2026-01-16,Tablet,7,274
7068,CUST_1343,2026-01-03,Tablet,6,233
7069,CUST_1343,2026-01-05,Tablet,6,352
7070,CUST_1343,2025-12-27,Mobile,4,417
7071,CUST_1344,2026-01-06,Tablet,6,415
7072,CUST_1344,2026-01-20,Mobile,13,298
7073,CUST_1344,2026-01-13,Desktop,12,451
7074,CUST_1345,2026-01-07,Tablet,12,86
7075,CUST_1345,2026-01-08,Mobile,4,275
7076,CUST_1345,2025-12-27,Tablet,6,423
7077,CUST_1345,2025-12-26,Tablet,8,170
7078,CUST_1345,2026-01-16,Desktop,12,278
7079,CUST_1345,2026-01-17,Desktop,3,436
7080,CUST_1346,2026-01-07,Desktop,8,77
7081,CUST_1346,2026-01-14,Desktop,10,566
7082,CUST_1346,2026-01-06,Mobile,9,137
7083,CUST_1346,2026-01-03,Mobile,5,223
7084,CUST_1346,2026-01-20,Mobile,2,62
7085,CUST_1346,2026-01-02,Desktop,5,544
7086,CUST_1346,2026-01-22,Mobile,2,261
7087,CUST_1346,2025-12-27,Tablet,2,372
7088,CUST_1347,2025-12-26,Mobile,9,568
7089,CUST_1347,2026-01-03,Mobile,5,264
7090,CUST_1347,2026-01-16,Tablet,7,128
7091,CUST_1347,2026-01-05,Mobile,6,232
7092,CUST_1347,2026-01-06,Desktop,14,215
7093,CUST_1347,2026-01-09,Desktop,4,156
7094,CUST_1347,2026-01-04,Mobile,3,387
7095,CUST_1348,2026-01-11,Mobile,12,212
7096,CUST_1348,2026-01-07,Tablet,13,504
7097,CUST_1349,2026-01-19,Tablet,6,76
7098,CUST_1349,2025-12-31,Desktop,7,234
7099,CUST_1349,2026-01-23,Mobile,13,384
7100,CUST_1349,2026-01-21,Tablet,4,191
7101,CUST_1349,2026-01-02,Tablet,10,141
7102,CUST_1350,2026-01-13,Tablet,6,465
7103,CUST_1350,2026-01-09,Mobile,4,517
7104,CUST_1350,2025-12-26,Mobile,5,383
7105,CUST_1350,2026-01-06,Tablet,3,365
7106,CUST_1350,2026-01-12,Tablet,14,158
7107,CUST_1350,2026-01-24,Mobile,6,74
7108,CUST_1351,2026-01-08,Mobile,5,76
7109,CUST_1351,2025-12-29,Mobile,14,263
7110,CUST_1351,2026-01-21,Desktop,5,310
7111,CUST_1351,2026-01-15,Tablet,5,168
7112,CUST_1351,2026-01-21,Mobile,4,505
7113,CUST_1351,2025-12-26,Mobile,13,390
7114,CUST_1351,2026-01-18,Desktop,11,452
7115,CUST_1351,2026-01-15,Tablet,14,576
7116,CUST_1352,2026-01-23,Desktop,10,30
7117,CUST_1352,2026-01-01,Mobile,2,279
7118,CUST_1352,2026-01-18,Tablet,2,251
7119,CUST_1352,2026-01-08,Mobile,2,533
7120,CUST_1352,2026-01-21,Mobile,2,311
7121,CUST_1352,2026-01-14,Mobile,12,70
7122,CUST_1353,2026-01-16,Tablet,12,158
7123,CUST_1353,2026-01-19,Tablet,4,235
7124,CUST_1353,2026-01-14,Desktop,4,278
7125,CUST_1353,2026-01-20,Tablet,6,597
7126,CUST_1353,2026-01-13,Desktop,4,152
7127,CUST_1353,2025-12-31,Mobile,12,345
7128,CUST_1354,2025-12-27,Mobile,13,478
7129,CUST_1354,2026-01-13,Tablet,3,469
7130,CUST_1354,2026-01-02,Mobile,2,167
7131,CUST_1354,2026-01-01,Desktop,3,294
7132,CUST_1354,2026-01-22,Mobile,7,290
7133,CUST_1354,2026-01-06,Mobile,8,444
7134,CUST_1354,2026-01-05,Mobile,5,518
7135,CUST_1354,2025-12-29,Desktop,10,579
7136,CUST_1355,2026-01-13,Tablet,4,148
7137,CUST_1355,2026-01-22,Tablet,4,162
7138,CUST_1355,2026-01-08,Desktop,8,388
7139,CUST_1355,2026-01-20,Tablet,7,155
7140,CUST_1355,2026-01-03,Mobile,6,540
7141,CUST_1356,2026-01-24,Mobile,14,385
7142,CUST_1356,2025-12-28,Mobile,11,301
7143,CUST_1356,2026-01-02,Tablet,13,474
7144,CUST_1356,2025-12-27,Mobile,14,112
7145,CUST_1356,2026-01-24,Tablet,13,465
7146,CUST_1356,2026-01-19,Tablet,6,403
7147,CUST_1357,2026-01-11,Tablet,10,380
7148,CUST_1357,2026-01-06,Tablet,3,391
7149,CUST_1357,2025-12-26,Desktop,3,363
7150,CUST_1357,2026-01-02,Tablet,11,263
7151,CUST_1357,2025-12-27,Mobile,10,523
7152,CUST_1357,2026-01-07,Desktop,6,484
7153,CUST_1357,2026-01-21,Mobile,12,521
7154,CUST_1358,2025-12-29,Tablet,9,324
7155,CUST_1358,2026-01-13,Mobile,4,36
7156,CUST_1358,2026-01-05,Tablet,3,89
7157,CUST_1358,2026-01-23,Desktop,6,74
7158,CUST_1358,2026-01-23,Mobile,6,569
7159,CUST_1358,2026-01-15,Tablet,5,348
7160,CUST_1358,2025-12-28,Tablet,3,104
7161,CUST_1359,2026-01-13,Desktop,3,330
7162,CUST_1359,2026-01-05,Desktop,9,32
7163,CUST_1359,2025-12-26,Tablet,6,316
7164,CUST_1359,2026-01-07,Mobile,7,408
7165,CUST_1359,2025-12-31,Desktop,11,309
7166,CUST_1359,2025-12-26,Desktop,5,577
7167,CUST_1360,2025-12-27,Desktop,14,273
7168,CUST_1360,2026-01-04,Desktop,10,87
7169,CUST_1360,2026-01-08,Desktop,11,365
7170,CUST_1360,2026-01-01,Mobile,12,534
7171,CUST_1360,2026-01-15,Desktop,5,361
7172,CUST_1360,2026-01-12,Mobile,13,417
7173,CUST_1360,2026-01-24,Tablet,8,444
7174,CUST_1360,2026-01-18,Mobile,14,88
7175,CUST_1360,2026-01-04,Desktop,4,69
7176,CUST_1361,2025-12-29,Mobile,7,284
7177,CUST_1362,2025-12-27,Desktop,8,109
7178,CUST_1362,2026-01-13,Mobile,2,163
7179,CUST_1362,2025-12-29,Mobile,4,142
7180,CUST_1362,2026-01-01,Mobile,14,542
7181,CUST_1362,2026-01-05,Mobile,9,414
7182,CUST_1362,2026-01-23,Desktop,5,227
7183,CUST_1362,2026-01-20,Mobile,3,459
7184,CUST_1363,2026-01-20,Tablet,10,578
7185,CUST_1363,2026-01-19,Desktop,5,427
7186,CUST_1363,2025-12-28,Desktop,4,537
7187,CUST_1363,2026-01-10,Desktop,10,556
7188,CUST_1363,2025-12-31,Tablet,4,84
7189,CUST_1363,2026-01-15,Tablet,4,540
7190,CUST_1363,2026-01-17,Mobile,4,208
7191,CUST_1363,2026-01-08,Desktop,7,44
7192,CUST_1364,2025-12-27,Mobile,14,274
7193,CUST_1364,2025-12-29,Desktop,5,125
7194,CUST_1364,2026-01-10,Tablet,11,293
7195,CUST_1365,2026-01-08,Mobile,10,166
7196,CUST_1365,2026-01-20,Tablet,2,180
7197,CUST_1365,2026-01-12,Desktop,3,83
7198,CUST_1365,2026-01-04,Tablet,10,465
7199,CUST_1365,2025-12-30,Desktop,6,153
7200,CUST_1366,2026-01-09,Tablet,4,381
7201,CUST_1366,2026-01-08,Desktop,9,219
7202,CUST_1366,2026-01-03,Desktop,5,286
7203,CUST_1366,2026-01-22,Tablet,12,252
7204,CUST_1367,2025-12-29,Desktop,14,133
7205,CUST_1367,2025-12-26,Mobile,12,395
7206,CUST_1367,2026-01-22,Tablet,8,202
7207,CUST_1367,2026-01-16,Desktop,6,203
7208,CUST_1367,2026-01-11,Desktop,4,351
7209,CUST_1367,2026-01-05,Tablet,12,596
7210,CUST_1367,2026-01-19,Tablet,4,425
7211,CUST_1368,2026-01-12,Desktop,13,169
7212,CUST_1368,2025-12-28,Tablet,8,270
7213,CUST_1368,2026-01-16,Tablet,14,99
7214,CUST_1368,2026-01-01,Desktop,8,448
7215,CUST_1369,2025-12-30,Tablet,9,564
7216,CUST_1369,2026-01-14,Tablet,4,164
7217,CUST_1369,2026-01-13,Mobile,7,279
7218,CUST_1369,2026-01-23,Tablet,11,166
7219,CUST_1369,2026-01-01,Tablet,3,377
7220,CUST_1370,2026-01-10,Mobile,6,267
7221,CUST_1370,2026-01-08,Mobile,4,479
7222,CUST_1370,2025-12-29,Desktop,12,227
7223,CUST_1370,2026-01-20,Desktop,10,355
7224,CUST_1370,2025-12-30,Tablet,13,65
7225,CUST_1371,2026-01-04,Tablet,11,571
7226,CUST_1371,2025-12-29,Tablet,7,499
7227,CUST_1371,2025-12-27,Desktop,12,238
7228,CUST_1371,2026-01-09,Tablet,7,251
7229,CUST_1371,2026-01-10,Desktop,9,342
7230,CUST_1371,2026-01-17,Desktop,9,540
7231,CUST_1372,2026-01-15,Mobile,13,550
7232,CUST_1372,2026-01-17,Tablet,5,173
7233,CUST_1372,2025-12-31,Tablet,9,124
7234,CUST_1372,2026-01-10,Tablet,12,536
7235,CUST_1372,2026-01-01,Desktop,6,527
7236,CUST_1372,2026-01-16,Tablet,6,119
7237,CUST_1373,2026-01-07,Mobile,13,346
7238,CUST_1373,2025-12-28,Mobile,11,229
7239,CUST_1373,2026-01-11,Tablet,13,517
7240,CUST_1373,2025-12-27,Mobile,2,574
7241,CUST_1373,2026-01-03,Desktop,4,580
7242,CUST_1373,2026-01-14,Mobile,10,200
7243,CUST_1374,2026-01-12,Mobile,4,412
7244,CUST_1374,2026-01-19,Tablet,14,456
7245,CUST_1374,2026-01-06,Mobile,4,496
7246,CUST_1374,2026-01-13,Mobile,4,404
7247,CUST_1374,2026-01-22,Tablet,10,323
7248,CUST_1374,2026-01-13,Desktop,10,303
7249,CUST_1374,2025-12-28,Desktop,11,537
7250,CUST_1375,2026-01-02,Desktop,4,582
7251,CUST_1375,2026-01-07,Desktop,2,409
7252,CUST_1375,2025-12-30,Tablet,12,587
7253,CUST_1375,2026-01-14,Desktop,4,140
7254,CUST_1375,2025-12-28,Mobile,6,64
7255,CUST_1375,2026-01-07,Mobile,5,89
7256,CUST_1376,2026-01-18,Desktop,8,536
7257,CUST_1376,2026-01-07,Desktop,12,406
7258,CUST_1376,2026-01-12,Desktop,2,144
7259,CUST_1376,2026-01-13,Tablet,4,327
7260,CUST_1376,2026-01-12,Desktop,3,235
7261,CUST_1377,2026-01-02,Tablet,10,400
7262,CUST_1377,2026-01-07,Desktop,3,558
7263,CUST_1377,2026-01-05,Desktop,14,421
7264,CUST_1377,2026-01-05,Mobile,10,192
7265,CUST_1377,2026-01-15,Desktop,2,477
7266,CUST_1377,2025-12-28,Tablet,11,222
7267,CUST_1377,2025-12-30,Tablet,11,223
7268,CUST_1378,2026-01-21,Tablet,9,313
7269,CUST_1378,2026-01-21,Mobile,4,522
7270,CUST_1378,2026-01-02,Mobile,11,352
7271,CUST_1378,2026-01-14,Desktop,8,592
7272,CUST_1378,2026-01-11,Tablet,11,175
7273,CUST_1378,2025-12-26,Desktop,11,360
7274,CUST_1378,2026-01-22,Mobile,3,552
7275,CUST_1378,2026-01-24,Tablet,14,596
7276,CUST_1379,2026-01-11,Mobile,9,351
7277,CUST_1379,2026-01-11,Tablet,2,512
7278,CUST_1379,2026-01-24,Desktop,2,144
7279,CUST_1379,2026-01-11,Mobile,12,121
7280,CUST_1379,2026-01-05,Tablet,3,202
7281,CUST_1379,2026-01-01,Mobile,8,95
7282,CUST_1379,2025-12-31,Desktop,10,339
7283,CUST_1379,2026-01-12,Tablet,8,134
7284,CUST_1380,2026-01-07,Mobile,7,386
7285,CUST_1380,2025-12-27,Tablet,3,144
7286,CUST_1380,2026-01-12,Desktop,12,271
7287,CUST_1380,2026-01-03,Desktop,11,164
7288,CUST_1380,2026-01-05,Tablet,10,207
7289,CUST_1380,2026-01-13,Mobile,5,493
7290,CUST_1380,2026-01-18,Mobile,4,480
7291,CUST_1380,2026-01-01,Mobile,13,467
7292,CUST_1380,2026-01-12,Mobile,7,71
7293,CUST_1381,2026-01-02,Mobile,8,158
7294,CUST_1381,2026-01-03,Desktop,2,93
7295,CUST_1381,2026-01-07,Tablet,8,85
7296,CUST_1381,2026-01-13,Mobile,6,411
7297,CUST_1381,2026-01-11,Mobile,6,597
7298,CUST_1381,2025-12-28,Mobile,11,81
7299,CUST_1381,2026-01-18,Tablet,5,533
7300,CUST_1382,2026-01-19,Tablet,4,416
7301,CUST_1382,2026-01-21,Desktop,2,210
7302,CUST_1382,2026-01-22,Mobile,10,280
7303,CUST_1382,2026-01-01,Mobile,12,159
7304,CUST_1383,2026-01-09,Desktop,11,303
7305,CUST_1383,2026-01-12,Tablet,6,200
7306,CUST_1383,2026-01-21,Desktop,13,571
7307,CUST_1384,2026-01-17,Tablet,10,245
7308,CUST_1384,2026-01-03,Mobile,4,98
7309,CUST_1384,2026-01-14,Tablet,12,210
7310,CUST_1384,2026-01-16,Desktop,8,149
7311,CUST_1384,2026-01-19,Mobile,11,432
7312,CUST_1384,2026-01-03,Desktop,12,161
7313,CUST_1384,2026-01-16,Mobile,6,67
7314,CUST_1384,2026-01-05,Mobile,14,437
7315,CUST_1384,2026-01-11,Mobile,8,195
7316,CUST_1385,2026-01-02,Tablet,4,203
7317,CUST_1385,2026-01-06,Desktop,10,218
7318,CUST_1385,2026-01-19,Tablet,13,444
7319,CUST_1385,2025-12-27,Tablet,3,145
7320,CUST_1386,2026-01-08,Mobile,2,383
7321,CUST_1386,2026-01-19,Mobile,10,417
7322,CUST_1386,2026-01-06,Tablet,13,108
7323,CUST_1386,2026-01-07,Tablet,6,398
7324,CUST_1386,2025-12-29,Desktop,4,65
7325,CUST_1386,2026-01-15,Mobile,4,44
7326,CUST_1387,2026-01-18,Desktop,12,533
7327,CUST_1387,2025-12-31,Mobile,5,366
7328,CUST_1387,2026-01-19,Desktop,10,107
7329,CUST_1387,2026-01-14,Mobile,14,191
7330,CUST_1387,2025-12-26,Desktop,3,238
7331,CUST_1387,2026-01-17,Tablet,10,554
7332,CUST_1387,2026-01-16,Mobile,7,385
7333,CUST_1388,2026-01-21,Desktop,6,149
7334,CUST_1389,2026-01-24,Desktop,8,105
7335,CUST_1389,2026-01-04,Mobile,9,225
7336,CUST_1389,2026-01-16,Mobile,5,431
7337,CUST_1389,2026-01-05,Desktop,6,453
7338,CUST_1389,2026-01-11,Tablet,11,461
7339,CUST_1389,2026-01-17,Mobile,11,241
7340,CUST_1389,2025-12-27,Desktop,9,403
7341,CUST_1389,2026-01-20,Mobile,5,236
7342,CUST_1389,2026-01-07,Tablet,7,157
7343,CUST_1390,2026-01-19,Desktop,7,256
7344,CUST_1390,2026-01-12,Tablet,11,350
7345,CUST_1390,2025-12-31,Desktop,2,414
7346,CUST_1390,2026-01-22,Desktop,8,285
7347,CUST_1391,2025-12-27,Desktop,10,598
7348,CUST_1391,2026-01-09,Tablet,6,339
7349,CUST_1391,2026-01-16,Desktop,9,520
7350,CUST_1391,2026-01-07,Desktop,4,322
7351,CUST_1391,2026-01-12,Desktop,7,408
7352,CUST_1391,2025-12-29,Mobile,6,45
7353,CUST_1391,2026-01-03,Mobile,8,565
7354,CUST_1391,2025-12-26,Tablet,3,410
7355,CUST_1392,2025-12-29,Desktop,9,134
7356,CUST_1392,2025-12-30,Desktop,6,510
7357,CUST_1393,2026-01-08,Tablet,2,41
