Unnamed: 0,rank,asin,product_title,product_price,product_star_rating,product_num_ratings,product_url,product_photo,rank_change_label,country,page,price_numeric,currency,product_price_original,price_numeric_original,price_usd,price_category,rating_category,popularity_category,product_category,product_title_clean,product_version,popularity_weighted_score,price_efficiency,popularity_percentile
560,62,B07DX6TVL7,Bitdefender Internet Security | 5 appareils | 2 Ans | PC | Code envoyé par la poste,"44,99 €",4.3,769.0,https://www.amazon.fr/dp/B07DX6TVL7,"https://images-eu.ssl-images-amazon.com/images/I/61EnvPf+cVL._AC_UL900_SR900,600_.jpg",,FR,2,4499.0,EUR,"44,99 €",4499.0,4858.92,Premium ($100+),Good (4.0-4.4),High (200-999),Security/Antivirus,Bitdefender Internet Security | 5 appareils | 2 Ans | PC | Code envoyé par la poste,Unknown,28.579479213845236,0.0008849685012955527,4.007504299338162
561,63,B08JHDWSF2,D-S Systems Clé d’Installation Compatible Avec macOS 10.12 Sierra USB OS X (Clé) d'installation Amorçable Récupération Bootab,"18,95 €",4.5,72.0,https://www.amazon.fr/dp/B08JHDWSF2,"https://images-eu.ssl-images-amazon.com/images/I/81SnWANJeaL._AC_UL900_SR900,600_.jpg",,FR,2,1895.0,EUR,"18,95 €",1895.0,2046.6000000000001,Premium ($100+),Excellent (4.5+),Medium (50-199),Operating System,D-S Systems Clé d’Installation Compatible Avec macOS 10.12 Sierra USB OS X (Clé) d'installation Amorçable Récupération Bootab,Unknown,19.30706748516776,0.0021987579460669105,0.37521496690812445
562,64,B0DPGN7MJW,"NordVPN Amazon Essentiel, 10 Appareils, 6 Mois, VPN et Gestionnaire de Mots de Passe, Code Numérique","34,99 €",3.7,145.0,https://www.amazon.fr/dp/B0DPGN7MJW,"https://images-eu.ssl-images-amazon.com/images/I/61ZOuqA8z2L._AC_UL900_SR900,600_.jpg",,FR,2,3499.0,EUR,"34,99 €",3499.0,3778.92,Premium ($100+),Average (3.0-3.9),Medium (50-199),Security/Antivirus,"NordVPN Amazon Essentiel, 10 Appareils, 6 Mois, VPN et Gestionnaire de Mots de Passe, Code Numérique",Unknown,18.439344500320846,0.0009791131351996464,0.755641252801084
563,65,B00EV554A6,Adobe Creative Cloud All Apps | 1 an | PC/Mac | Téléchargement,"419,99 €",4.0,87.0,https://www.amazon.fr/dp/B00EV554A6,"https://images-eu.ssl-images-amazon.com/images/I/61k+JK+nnjL._AC_UL900_SR900,600_.jpg",,FR,2,41999.0,EUR,"419,99 €",41999.0,45358.920000000006,Premium ($100+),Good (4.0-4.4),Medium (50-199),Creative Software,Adobe Creative Cloud All Apps | 1 an | PC/Mac | Téléchargement,Unknown,17.909347257912827,8.818550173030976e-05,0.45338475168065034
564,66,B07V7W568V,Norton 360 Standard |1 Appareil | 1 An d'Abonnement en renouvellement automatique | Secure VPN - Password Manager | Sauvegard,"24,82 €",3.6,411.0,https://www.amazon.fr/dp/B07V7W568V,"https://images-eu.ssl-images-amazon.com/images/I/71yd9K7JlvL._AC_UL900_SR900,600_.jpg",,FR,2,2482.0,EUR,"24,82 €",2482.0,2680.5600000000004,Premium ($100+),Average (3.0-3.9),High (200-999),Security/Antivirus,Norton 360 Standard |1 Appareil | 1 An d'Abonnement en renouvellement automatique | Secure VPN - Password Manager | Sauvegard,Unknown,21.675684057658298,0.0013429979444670348,2.1418521027672104
565,67,B0BGPPLP5C,Bitdefender Premium VPN 2025 | 10 appareils | 1 An | PC/Mac/Smartphone | Code d'activation envoyé par la poste,"29,99 €",4.5,136.0,https://www.amazon.fr/dp/B0BGPPLP5C,"https://images-eu.ssl-images-amazon.com/images/I/51854ZEGPFL._AC_UL900_SR900,600_.jpg",,FR,2,2999.0,EUR,"29,99 €",2999.0,3238.92,Premium ($100+),Excellent (4.5+),Medium (50-199),Security/Antivirus,Bitdefender Premium VPN 2025 | 10 appareils | 1 An | PC/Mac/Smartphone | Code d'activation envoyé par la poste,2025,22.139914166226564,0.0013893477166842135,0.7087393819375684
566,68,B0CGZ49T32,"NordPass Premium, 1 An, Gestionnaire de Mots de Passe, Code Numérique","32,99 €",3.7,145.0,https://www.amazon.fr/dp/B0CGZ49T32,"https://images-eu.ssl-images-amazon.com/images/I/61XehVNDNML._AC_UL900_SR900,600_.jpg",,FR,2,3299.0,EUR,"32,99 €",3299.0,3562.92,Premium ($100+),Average (3.0-3.9),Medium (50-199),Other,"NordPass Premium, 1 An, Gestionnaire de Mots de Passe, Code Numérique",Unknown,18.439344500320846,0.001038471145938876,0.755641252801084
567,69,B0CBC4RQRJ,"Nero MP4 Converter | Video Converter | Convertir DVD en Mp3 | Audio Converter Software | Formats vidéo : MP4, MPEG, VOB, DAT ","28,45 €",3.4,87.0,https://www.amazon.fr/dp/B0CBC4RQRJ,"https://images-eu.ssl-images-amazon.com/images/I/51-Gn8AYerL._AC_UL900_SR900,600_.jpg",,FR,2,2845.0,EUR,"28,45 €",2845.0,3072.6000000000004,Premium ($100+),Average (3.0-3.9),Medium (50-199),Other,"Nero MP4 Converter | Video Converter | Convertir DVD en Mp3 | Audio Converter Software | Formats vidéo : MP4, MPEG, VOB, DAT",Unknown,15.222945169225904,0.0011065511080156608,0.45338475168065034
568,70,B083QHKNCP,"OfficeSuite Personal – Version complète – Documents, Sheets, Slides, PDF, Mail & Calendar pour 1 PC Windows et 2 appareils mo","39,99 €",3.6,108.0,https://www.amazon.fr/dp/B083QHKNCP,"https://images-eu.ssl-images-amazon.com/images/I/513iWPhcf4L._AC_UL900_SR900,600_.jpg",,FR,2,3999.0,EUR,"39,99 €",3999.0,4318.92,Premium ($100+),Average (3.0-3.9),Medium (50-199),Office/Productivity,"OfficeSuite Personal – Version complète – Documents, Sheets, Slides, PDF, Mail & Calendar pour 1 PC Windows et 2 appareils mo",Unknown,16.888852376024918,0.0008335397887902791,0.5628224503621867
569,71,B0CKTYG32Q,ESET NOD32 Antivirus 2025 | 2 appareils | 1 an | Antivirus pour Ordinateur - Protection multicouche - Anti-hammeçonnage | Win,"34,99 €",4.0,0.0,https://www.amazon.fr/dp/B0CKTYG32Q,"https://images-eu.ssl-images-amazon.com/images/I/81TtbanrFtL._AC_UL900_SR900,600_.jpg",,FR,2,3499.0,EUR,"34,99 €",3499.0,3778.92,Premium ($100+),Good (4.0-4.4),No Reviews,Security/Antivirus,ESET NOD32 Antivirus 2025 | 2 appareils | 1 an | Antivirus pour Ordinateur - Protection multicouche - Anti-hammeçonnage | Win,2025,0.0,0.0010585006867023204,0.0
570,72,B0D66TBLP7,MAGIX Music Maker 2025 Premium - MUSIC MADE EASY | Logiciel audio | Programme musical | pour Windows 10/11 | 1 licence complè,"31,99 €",3.7,128.0,https://www.amazon.fr/dp/B0D66TBLP7,"https://images-eu.ssl-images-amazon.com/images/I/61s+7h6DuJL._AC_UL900_SR900,600_.jpg",,FR,2,3199.0,EUR,"31,99 €",3199.0,3454.92,Premium ($100+),Average (3.0-3.9),Medium (50-199),Operating System,MAGIX Music Maker 2025 Premium - MUSIC MADE EASY | Logiciel audio | Programme musical | pour Windows 10/11 | 1 licence complè,2025,17.98130589613819,0.0010709334197798507,0.6670488300588879
571,73,B0BS9GCF4H,Kaspersky VPN Secure connection 5 Postes/1 An,"19,99 €",3.9,18.0,https://www.amazon.fr/dp/B0BS9GCF4H,"https://images-eu.ssl-images-amazon.com/images/I/61lLhKpUNtL._AC_UL900_SR900,600_.jpg",,FR,2,1999.0,EUR,"19,99 €",1999.0,2158.92,Premium ($100+),Average (3.0-3.9),Low (1-49),Security/Antivirus,Kaspersky VPN Secure connection 5 Postes/1 An,Unknown,11.483312018749118,0.0018064504175679616,0.09380374172703111
572,74,B0CGWMC2VV,Norton 360 Deluxe |3 Appareils | 1 An avec Renouvellement Automatique | Téléchargement,"15,39 €",4.0,4.0,https://www.amazon.fr/dp/B0CGWMC2VV,"https://images-eu.ssl-images-amazon.com/images/I/61ZeiiTAnjL._AC_UL900_SR900,600_.jpg",,FR,2,1539.0,EUR,"15,39 €",1539.0,1662.1200000000001,Premium ($100+),Good (4.0-4.4),Low (1-49),Security/Antivirus,Norton 360 Deluxe |3 Appareils | 1 An avec Renouvellement Automatique | Téléchargement,Unknown,6.437751649736401,0.002406550630817084,0.020845275939340248
573,75,B0DKLTZK6G,Audials Vision 2025 - Améliorer et organiser la musique et les vidéos avec AI | Vision | 1 appareil | 1 Usager | Code d'activ,"29,99 €",4.0,0.0,https://www.amazon.fr/dp/B0DKLTZK6G,"https://images-eu.ssl-images-amazon.com/images/I/71M9rl58ZBL._AC_UL900_SR900,600_.jpg",,FR,2,2999.0,EUR,"29,99 €",2999.0,3238.92,Premium ($100+),Good (4.0-4.4),No Reviews,Operating System,Audials Vision 2025 - Améliorer et organiser la musique et les vidéos avec AI | Vision | 1 appareil | 1 Usager | Code d'activ,2025,0.0,0.0012349757481637453,0.0
574,76,B0000CAOFJ,"Adibou : Lecture - Calcul, 4-5 ans / Maternelle 2","13,53 €",3.4,3.0,https://www.amazon.fr/dp/B0000CAOFJ,"https://images-eu.ssl-images-amazon.com/images/I/915hrC4scSL._AC_UL900_SR900,600_.jpg",,FR,2,1353.0,EUR,"13,53 €",1353.0,1461.24,Premium ($100+),Average (3.0-3.9),Low (1-49),Other,"Adibou : Lecture - Calcul, 4-5 ans / Maternelle 2",Unknown,4.713400827807628,0.0023267750213858,0.015633956954505184
575,77,B0BH7HS1RJ,Norton 360 Advanced | 10 appareils | 1 An d'Abonnement en renouvellement automatique | Téléchargement,"35,99 €",4.0,108.0,https://www.amazon.fr/dp/B0BH7HS1RJ,"https://images-eu.ssl-images-amazon.com/images/I/61KJSWAeANL._AC_UL900_SR900,600_.jpg",,FR,2,3599.0,EUR,"35,99 €",3599.0,3886.92,Premium ($100+),Good (4.0-4.4),Medium (50-199),Security/Antivirus,Norton 360 Advanced | 10 appareils | 1 An d'Abonnement en renouvellement automatique | Téléchargement,Unknown,18.765391528916574,0.0010290897958028572,0.5628224503621867
576,78,B08JJ96J9X,D-S Systems Clé d’Installation Compatible avec macOS 10.13 High Sierra USB OS X (Clé) d'installation Amorçable Récupération B,"18,95 €",4.6,119.0,https://www.amazon.fr/dp/B08JJ96J9X,"https://images-eu.ssl-images-amazon.com/images/I/91Nc1x-4F3L._AC_UL900_SR900,600_.jpg",,FR,2,1895.0,EUR,"18,95 €",1895.0,2046.6000000000001,Premium ($100+),Excellent (4.5+),Medium (50-199),Operating System,D-S Systems Clé d’Installation Compatible avec macOS 10.13 High Sierra USB OS X (Clé) d'installation Amorçable Récupération B,Unknown,22.02246201679741,0.0022476192337572863,0.6201469591953723
577,79,B07H5XLMW8,Kaspersky Premium Total Security 2025 | 1 appareil | 1 an | Anti-Phishing et Pare-feu | VPN illimité | Gestionnaire de mots d,"39,99 €",4.6,237.0,https://www.amazon.fr/dp/B07H5XLMW8,"https://images-eu.ssl-images-amazon.com/images/I/817uZe-UDjL._AC_UL900_SR900,600_.jpg",,FR,2,3999.0,EUR,"39,99 €",3999.0,4318.92,Premium ($100+),Excellent (4.5+),High (200-999),Security/Antivirus,Kaspersky Premium Total Security 2025 | 1 appareil | 1 an | Anti-Phishing et Pare-feu | VPN illimité | Gestionnaire de mots d,2025,25.172445098888783,0.0010650786190098008,1.2350825994059096
578,80,B07V6RZ41P,Norton™ 360 Deluxe 2025 |3 Appareils |12 Mois|Envoi par la poste,"25,99 €",4.0,1312.0,https://www.amazon.fr/dp/B07V6RZ41P,"https://images-eu.ssl-images-amazon.com/images/I/7114dee-FNL._AC_UL900_SR900,600_.jpg",,FR,2,2599.0,EUR,"25,99 €",2599.0,2806.92,Premium ($100+),Good (4.0-4.4),Very High (1000+),Security/Antivirus,Norton™ 360 Deluxe 2025 |3 Appareils |12 Mois|Envoi par la poste,2025,28.720279497211184,0.0014250444435735838,6.837250508103601
579,81,B0FDR9MBXZ,Norton 360 Standard │ 1 appareil │ 12 mois │ Abonnement annuel avec renouvellement,"21,99 €",4.0,0.0,https://www.amazon.fr/dp/B0FDR9MBXZ,"https://images-eu.ssl-images-amazon.com/images/I/5141VxEWVcL._AC_UL900_SR900,600_.jpg",,FR,2,2199.0,EUR,"21,99 €",2199.0,2374.92,Premium ($100+),Good (4.0-4.4),No Reviews,Security/Antivirus,Norton 360 Standard │ 1 appareil │ 12 mois │ Abonnement annuel avec renouvellement,Unknown,0.0,0.0016842601676680994,0.0
580,82,B0CRX58LY9,Norton 360 Deluxe Exclusivité Amazon* + 50 Go de sauvegarde cloud supplémentaire |5 Appareils | 1 An d'Abonnement en renouvel,"25,99 €",4.0,1496.0,https://www.amazon.fr/dp/B0CRX58LY9,"https://images-eu.ssl-images-amazon.com/images/I/61UgNPSq6kL._AC_UL900_SR900,600_.jpg",,FR,2,2599.0,EUR,"25,99 €",2599.0,2806.92,Premium ($100+),Good (4.0-4.4),Very High (1000+),Security/Antivirus,Norton 360 Deluxe Exclusivité Amazon* + 50 Go de sauvegarde cloud supplémentaire |5 Appareils | 1 An d'Abonnement en renouvel,Unknown,29.244873537678515,0.0014250444435735838,7.796133201313252
581,83,B0119SQFF0,Windows 10 Pro OEM 64Bit,"125,00 €",4.3,374.0,https://www.amazon.fr/dp/B0119SQFF0,"https://images-eu.ssl-images-amazon.com/images/I/51G1N-ZWoDL._AC_UL900_SR900,600_.jpg",,FR,2,12500.0,EUR,"125,00 €",12500.0,13500.0,Premium ($100+),Good (4.0-4.4),High (200-999),Operating System,Windows 10 Pro OEM 64Bit,Unknown,25.485781911672763,0.0003185182825790499,1.949033300328313
582,84,B0BLQ6XQY9,GIMP l'éditeur de photos 2025 est un logiciel de retouche d'images professionnel premium sur CD compatible avec Windows 11 10,"19,99 €",3.9,195.0,https://www.amazon.fr/dp/B0BLQ6XQY9,"https://images-eu.ssl-images-amazon.com/images/I/61Mw9zor+ML._AC_UL900_SR900,600_.jpg",,FR,2,1999.0,EUR,"19,99 €",1999.0,2158.92,Premium ($100+),Average (3.0-3.9),Medium (50-199),Operating System,GIMP l'éditeur de photos 2025 est un logiciel de retouche d'images professionnel premium sur CD compatible avec Windows 11 10,2025,20.584647170999016,0.0018064504175679616,1.016207202042837
583,85,B08QPX7HX3,Norton 360 Gamers Edition 2025 | 3 Appareils | Téléchargement,"26,99 €",4.2,62.0,https://www.amazon.fr/dp/B08QPX7HX3,"https://images-eu.ssl-images-amazon.com/images/I/71TrE-k4AwL._AC_UL900_SR900,600_.jpg",,FR,2,2699.0,EUR,"26,99 €",2699.0,2914.92,Premium ($100+),Good (4.0-4.4),Medium (50-199),Security/Antivirus,Norton 360 Gamers Edition 2025 | 3 Appareils | Téléchargement,2025,17.40116585084444,0.0014408579279776871,0.32310177705977383
584,86,B0CN839CCS,"ESET HOME Security Essential 2025 | 1 appareil | 1 an | Suite de sécurité, Protection des paiements, Pare-feu, Protection de ","22,46 €",2.9,6.0,https://www.amazon.fr/dp/B0CN839CCS,"https://images-eu.ssl-images-amazon.com/images/I/8127WEmOBUL._AC_UL900_SR900,600_.jpg",,FR,2,2246.0,EUR,"22,46 €",2246.0,2425.6800000000003,Premium ($100+),Poor (<3.0),Low (1-49),Security/Antivirus,"ESET HOME Security Essential 2025 | 1 appareil | 1 an | Suite de sécurité, Protection des paiements, Pare-feu, Protection de",2025,5.6431394322604085,0.0011955361154970335,0.03126791390901037
585,87,B0767J8WSH,McAfee Internet Security 1 appareils 2025 | 12 mois | Protection en temps réel des ordinateurs contre les menaces émergentes ,"5,81 €",4.1,941.0,https://www.amazon.fr/dp/B0767J8WSH,"https://images-eu.ssl-images-amazon.com/images/I/61WnAvSUTML._AC_UL900_SR900,600_.jpg",,FR,2,581.0,EUR,"5,81 €",581.0,627.48,Premium ($100+),Good (4.0-4.4),High (200-999),Security/Antivirus,McAfee Internet Security 1 appareils 2025 | 12 mois | Protection en temps réel des ordinateurs contre les menaces émergentes,2025,28.076821625763085,0.006533968668823407,4.903851164729793
586,88,B09T4D7WKS,Abonnement iFIT | Train 1 an | PC/Mac/Mobile | Code d'activation - envoi par email,"144,00 €",3.0,84.0,https://www.amazon.fr/dp/B09T4D7WKS,"https://images-eu.ssl-images-amazon.com/images/I/61uPZSe9JTL._AC_UL900_SR900,600_.jpg",,FR,2,14400.0,EUR,"144,00 €",14400.0,15552.000000000002,Premium ($100+),Average (3.0-3.9),Medium (50-199),Other,Abonnement iFIT | Train 1 an | PC/Mac/Mobile | Code d'activation - envoi par email,Unknown,13.32795376947095,0.0001929011105316933,0.43775079472614514
587,89,B0BNCMTF8J,Kaspersky Premium Total Security 2025 | 10 appareils | 2 ans | Anti-Phishing et Pare-feu | VPN illimité | Gestionnaire de mot,"99,99 €",4.6,32.0,https://www.amazon.fr/dp/B0BNCMTF8J,"https://images-eu.ssl-images-amazon.com/images/I/814KLcQx3aL._AC_UL900_SR900,600_.jpg",,FR,2,9999.0,EUR,"99,99 €",9999.0,10798.92,Premium ($100+),Excellent (4.5+),Low (1-49),Security/Antivirus,Kaspersky Premium Total Security 2025 | 10 appareils | 2 ans | Anti-Phishing et Pare-feu | VPN illimité | Gestionnaire de mot,2025,16.083934782745807,0.00042596812832382464,0.16676220751472198
588,90,B092FB2RX2,Avast Ultimate 2025 | 1 appareil | Antivirus| 1 An | Code d'activation envoi par email,"19,49 €",4.1,162.0,https://www.amazon.fr/dp/B092FB2RX2,"https://images-eu.ssl-images-amazon.com/images/I/61zRk+kVQ8L._AC_UL900_SR900,600_.jpg",,FR,2,1949.0,EUR,"19,49 €",1949.0,2104.92,Premium ($100+),Good (4.0-4.4),Medium (50-199),Security/Antivirus,Avast Ultimate 2025 | 1 appareil | Antivirus| 1 An | Code d'activation envoi par email,2025,20.884375823307725,0.0019478082406540831,0.84423367554328
589,91,B07HHJSN3R,Kaspersky VPN Secure Connection | 5 Appareils | 1 Compte Utilisateur | Abonnement Annuel | Windows/Mac/Android/iOS | Code d’a,"24,99 €",3.6,44.0,https://www.amazon.fr/dp/B07HHJSN3R,"https://images-eu.ssl-images-amazon.com/images/I/61Q0fFOOk2L._AC_UL900_SR900,600_.jpg",,FR,2,2499.0,EUR,"24,99 €",2499.0,2698.92,Premium ($100+),Average (3.0-3.9),Low (1-49),Security/Antivirus,Kaspersky VPN Secure Connection | 5 Appareils | 1 Compte Utilisateur | Abonnement Annuel | Windows/Mac/Android/iOS | Code d’a,Unknown,13.70398496317315,0.0013338619378790854,0.22929803533274273
590,92,B0BJXDY2VP,Kaspersky Plus Internet Security 2025 | 10 appareils | 1 an | Anti-Phishing et Pare-feu | VPN illimité | Gestionnaire de mots,"39,99 €",4.7,8.0,https://www.amazon.fr/dp/B0BJXDY2VP,"https://images-eu.ssl-images-amazon.com/images/I/71vtAr568xL._AC_UL900_SR900,600_.jpg",,FR,2,3999.0,EUR,"39,99 €",3999.0,4318.92,Premium ($100+),Excellent (4.5+),Low (1-49),Security/Antivirus,Kaspersky Plus Internet Security 2025 | 10 appareils | 1 an | Anti-Phishing et Pare-feu | VPN illimité | Gestionnaire de mots,2025,10.326955513480232,0.0010882325020317531,0.041690551878680496
591,93,B011N77Y3O,Office Famille et Etudiant 2016,"99,99 €",4.0,93.0,https://www.amazon.fr/dp/B011N77Y3O,"https://images-eu.ssl-images-amazon.com/images/I/71uPfe5cSYL._AC_UL900_SR900,600_.jpg",,FR,2,9999.0,EUR,"99,99 €",9999.0,10798.92,Premium ($100+),Good (4.0-4.4),Medium (50-199),Office/Productivity,Office Famille et Etudiant 2016,2016,18.173179129080015,0.00037040706810767364,0.48465266558966075
592,94,B0CN897D4N,"ESET HOME Security Premium 2025 | 5 appareils | 1 an | Suite de sécurité, Gestionnaire de mots de passe, Chiffrement renforcé","67,99 €",5.0,2.0,https://www.amazon.fr/dp/B0CN897D4N,"https://images-eu.ssl-images-amazon.com/images/I/81JcmHsZx4L._AC_UL900_SR900,600_.jpg",,FR,2,6799.0,EUR,"67,99 €",6799.0,7342.92,Premium ($100+),Excellent (4.5+),Low (1-49),Security/Antivirus,"ESET HOME Security Premium 2025 | 5 appareils | 1 an | Suite de sécurité, Gestionnaire de mots de passe, Chiffrement renforcé",2025,5.493061443340549,0.0006809270958595547,0.010422637969670124
593,95,B0BNM3J1WV,"NordVPN Essentiel, 10 Appareils, 2 Ans, VPN & Cybersécurité, Code Numérique","119,99 €",3.7,145.0,https://www.amazon.fr/dp/B0BNM3J1WV,"https://images-eu.ssl-images-amazon.com/images/I/615sZhFUXXL._AC_UL900_SR900,600_.jpg",,FR,2,11999.0,EUR,"119,99 €",11999.0,12958.92,Premium ($100+),Average (3.0-3.9),Medium (50-199),Security/Antivirus,"NordVPN Essentiel, 10 Appareils, 2 Ans, VPN & Cybersécurité, Code Numérique",Unknown,18.439344500320846,0.00028551739997052225,0.755641252801084
594,96,B0FBX5D9KG,MAGIX Video deluxe 2026 Plus: Le montage vidéo pour tous | Programme d'édition vidéo | Éditeur vidéo | pour Windows 10/11 PC ,"34,99 €",5.0,1.0,https://www.amazon.fr/dp/B0FBX5D9KG,"https://images-eu.ssl-images-amazon.com/images/I/710GQxKOsqL._AC_UL900_SR900,600_.jpg",,FR,2,3499.0,EUR,"34,99 €",3499.0,3778.92,Premium ($100+),Excellent (4.5+),Low (1-49),Operating System,MAGIX Video deluxe 2026 Plus: Le montage vidéo pour tous | Programme d'édition vidéo | Éditeur vidéo | pour Windows 10/11 PC,2026,3.4657359027997265,0.0013231258583779005,0.005211318984835062
595,97,B0B8CVKGPQ,"Corel PaintShop Pro Ultimate, Logiciel de retouche photo, Téléchargement","55,84 €",3.7,5.0,https://www.amazon.fr/dp/B0B8CVKGPQ,"https://images-eu.ssl-images-amazon.com/images/I/71wO8udcLUL._AC_UL900_SR900,600_.jpg",,FR,2,5584.0,EUR,"55,84 €",5584.0,6030.72,Premium ($100+),Average (3.0-3.9),Low (1-49),Other,"Corel PaintShop Pro Ultimate, Logiciel de retouche photo, Téléchargement",Unknown,6.629510036143803,0.0006135243992020866,0.02605659492417531
596,98,B092F7SY6D,AVG Internet Security 2025 | 1 appareil |Antivirus| 1 An | Code d'activation envoi par email,"13,99 €",3.6,18.0,https://www.amazon.fr/dp/B092F7SY6D,"https://images-eu.ssl-images-amazon.com/images/I/71VkuCGYdEL._AC_UL900_SR900,600_.jpg",,FR,2,1399.0,EUR,"13,99 €",1399.0,1510.92,Premium ($100+),Average (3.0-3.9),Low (1-49),Security/Antivirus,AVG Internet Security 2025 | 1 appareil |Antivirus| 1 An | Code d'activation envoi par email,2025,10.599980324999185,0.002382638507409344,0.09380374172703111
597,99,B07XDP8MJ6,BRIDGE - Expert 2026 sur clé USB,"69,95 €",2.9,12.0,https://www.amazon.fr/dp/B07XDP8MJ6,"https://images-eu.ssl-images-amazon.com/images/I/81eyLK8-+lL._AC_UL900_SR900,600_.jpg",,FR,2,6995.0,EUR,"69,95 €",6995.0,7554.6,Premium ($100+),Poor (<3.0),Low (1-49),Other,BRIDGE - Expert 2026 sur clé USB,2026,7.438353136638456,0.0003838715698096923,0.06253582781802074
598,100,B00KHTHFKC,"Lapin Malin : Maternelle 2, Version 2","7,60 €",4.0,0.0,https://www.amazon.fr/dp/B00KHTHFKC,"https://images-eu.ssl-images-amazon.com/images/I/81c2erZJ12L._AC_UL900_SR900,600_.jpg",,FR,2,760.0,EUR,"7,60 €",760.0,820.8000000000001,Premium ($100+),Good (4.0-4.4),No Reviews,Other,"Lapin Malin : Maternelle 2, Version 2",v2,0.0,0.004873234975207416,0.0
599,1,B07V5KK3PD,Norton 360 Deluxe 2025| Antivirus 5 dispositivi|15 mesi rinnovo automatico|Digital Download,"17,70 €",4.2,2969.0,https://www.amazon.it/dp/B07V5KK3PD,"https://images-eu.ssl-images-amazon.com/images/I/61D1VqBfwlL._AC_UL900_SR900,600_.jpg",,IT,1,1770.0,EUR,"17,70 €",1770.0,1911.6000000000001,Premium ($100+),Good (4.0-4.4),Very High (1000+),Security/Antivirus,Norton 360 Deluxe 2025| Antivirus 5 dispositivi|15 mesi rinnovo automatico|Digital Download,2025,33.58453237354633,0.0021971008730860375,15.472406065975298
600,2,B0DHW9L9R9,Norton 360 Deluxe 2025 + Utilities Ultimate | Antivirus 5 dispositivi | 50 GB backup | 15 mesi rinnovo automatico | 1 Utente ,"24,00 €",4.4,73.0,https://www.amazon.it/dp/B0DHW9L9R9,"https://images-eu.ssl-images-amazon.com/images/I/61W0k-VYE-L._AC_UL900_SR900,600_.jpg",,IT,1,2400.0,EUR,"24,00 €",2400.0,2592.0,Premium ($100+),Good (4.0-4.4),Medium (50-199),Security/Antivirus,Norton 360 Deluxe 2025 + Utilities Ultimate | Antivirus 5 dispositivi | 50 GB backup | 15 mesi rinnovo automatico | 1 Utente,2025,18.93788641009835,0.001697524315106809,0.3804262858929595
601,3,B0BGPFL7SS,"McAfee Total Protection 5 dispositivi 2025 15 mesi VPN sicura, software di sicurezza che include antivirus, gestore delle pas","19,99 €",4.6,522.0,https://www.amazon.it/dp/B0BGPFL7SS,"https://images-eu.ssl-images-amazon.com/images/I/61aJYwBYM-L._AC_UL900_SR900,600_.jpg",,IT,1,1999.0,EUR,"19,99 €",1999.0,2158.92,Premium ($100+),Excellent (4.5+),High (200-999),Security/Antivirus,"McAfee Total Protection 5 dispositivi 2025 15 mesi VPN sicura, software di sicurezza che include antivirus, gestore delle pas",2025,28.794074734698643,0.0021306851079006726,2.7203085100839024
602,4,B07HX9S11W,Microsoft 365 Personal | 12 mesi | 1 persona | App Office con AI | 1TB di Spazio di archiviazione OneDrive | Codice d'attivaz,"89,10 €",4.3,1299.0,https://www.amazon.it/dp/B07HX9S11W,"https://images-eu.ssl-images-amazon.com/images/I/71luKS1nUbL._AC_UL900_SR900,600_.jpg",,IT,1,8910.0,EUR,"89,10 €",8910.0,9622.800000000001,Premium ($100+),Good (4.0-4.4),Very High (1000+),Office/Productivity,Microsoft 365 Personal | 12 mesi | 1 persona | App Office con AI | 1TB di Spazio di archiviazione OneDrive | Codice d'attivaz,Unknown,30.8315140368334,0.0004468549207559953,6.769503361300745
603,5,B07HWXTHT5,Microsoft 365 Family | 12 mesi | 6 persone | App Office con AI | Fino a 6TB di Spazio di archiviazione OneDrive | Codice d'at,"116,10 €",4.5,1566.0,https://www.amazon.it/dp/B07HWXTHT5,"https://images-eu.ssl-images-amazon.com/images/I/711uGtG1kSL._AC_UL900_SR900,600_.jpg",,IT,1,11610.0,EUR,"116,10 €",11610.0,12538.800000000001,Premium ($100+),Excellent (4.5+),Very High (1000+),Office/Productivity,Microsoft 365 Family | 12 mesi | 6 persone | App Office con AI | Fino a 6TB di Spazio di archiviazione OneDrive | Codice d'at,Unknown,33.106132090602095,0.00035888573158058857,8.160925530251708
604,6,B09DDKGDK7,Bitdefender Antivirus Plus 2025 | 1 Dispositivo | 1 Anno | PC | Codice di attivazione via email | Rinnovo automatico,"19,99 €",4.2,23.0,https://www.amazon.it/dp/B09DDKGDK7,"https://images-eu.ssl-images-amazon.com/images/I/512180h7ngL._AC_UL900_SR900,600_.jpg",,IT,1,1999.0,EUR,"19,99 €",1999.0,2158.92,Premium ($100+),Good (4.0-4.4),Low (1-49),Security/Antivirus,Bitdefender Antivirus Plus 2025 | 1 Dispositivo | 1 Anno | PC | Codice di attivazione via email | Rinnovo automatico,2025,13.347826087461373,0.0019454081419962666,0.1198603366512064
605,7,B0C9FJKJR5,Norton Utilities Ultimate 2025|10 PC| 12 mesi,"20,60 €",4.3,55.0,https://www.amazon.it/dp/B0C9FJKJR5,"https://images-eu.ssl-images-amazon.com/images/I/71WIQxlyMlL._AC_UL900_SR900,600_.jpg",,IT,1,2060.0,EUR,"20,60 €",2060.0,2224.8,Premium ($100+),Good (4.0-4.4),Medium (50-199),Security/Antivirus,Norton Utilities Ultimate 2025|10 PC| 12 mesi,2025,17.309012270161144,0.0019327493134245167,0.28662254416592836
