product_sk,asin,product_title,product_title_clean,product_version,product_category,product_url,product_photo
564,B0FDR9MBXZ,Norton 360 Standard │ 1 appareil │ 12 mois │ Abonnement annuel avec renouvellement,Norton 360 Standard │ 1 appareil │ 12 mois │ Abonnement annuel avec renouvellement,Unknown,Security/Antivirus,https://www.amazon.fr/dp/B0FDR9MBXZ,"https://images-eu.ssl-images-amazon.com/images/I/5141VxEWVcL._AC_UL900_SR900,600_.jpg"
565,B0CRX58LY9,Norton 360 Deluxe Exclusivité Amazon* + 50 Go de sauvegarde cloud supplémentaire |5 Appareils | 1 An d'Abonnement en renouvel,Norton 360 Deluxe Exclusivité Amazon* + 50 Go de sauvegarde cloud supplémentaire |5 Appareils | 1 An d'Abonnement en renouvel,Unknown,Security/Antivirus,https://www.amazon.fr/dp/B0CRX58LY9,"https://images-eu.ssl-images-amazon.com/images/I/61UgNPSq6kL._AC_UL900_SR900,600_.jpg"
566,B0119SQFF0,Windows 10 Pro OEM 64Bit,Windows 10 Pro OEM 64Bit,Unknown,Operating System,https://www.amazon.fr/dp/B0119SQFF0,"https://images-eu.ssl-images-amazon.com/images/I/51G1N-ZWoDL._AC_UL900_SR900,600_.jpg"
567,B0BLQ6XQY9,GIMP l'éditeur de photos 2025 est un logiciel de retouche d'images professionnel premium sur CD compatible avec Windows 11 10,GIMP l'éditeur de photos 2025 est un logiciel de retouche d'images professionnel premium sur CD compatible avec Windows 11 10,2025,Operating System,https://www.amazon.fr/dp/B0BLQ6XQY9,"https://images-eu.ssl-images-amazon.com/images/I/61Mw9zor+ML._AC_UL900_SR900,600_.jpg"
568,B08QPX7HX3,Norton 360 Gamers Edition 2025 | 3 Appareils | Téléchargement,Norton 360 Gamers Edition 2025 | 3 Appareils | Téléchargement,2025,Security/Antivirus,https://www.amazon.fr/dp/B08QPX7HX3,"https://images-eu.ssl-images-amazon.com/images/I/71TrE-k4AwL._AC_UL900_SR900,600_.jpg"
569,B0CN839CCS,"ESET HOME Security Essential 2025 | 1 appareil | 1 an | Suite de sécurité, Protection des paiements, Pare-feu, Protection de ","ESET HOME Security Essential 2025 | 1 appareil | 1 an | Suite de sécurité, Protection des paiements, Pare-feu, Protection de",2025,Security/Antivirus,https://www.amazon.fr/dp/B0CN839CCS,"https://images-eu.ssl-images-amazon.com/images/I/8127WEmOBUL._AC_UL900_SR900,600_.jpg"
570,B0767J8WSH,McAfee Internet Security 1 appareils 2025 | 12 mois | Protection en temps réel des ordinateurs contre les menaces émergentes ,McAfee Internet Security 1 appareils 2025 | 12 mois | Protection en temps réel des ordinateurs contre les menaces émergentes,2025,Security/Antivirus,https://www.amazon.fr/dp/B0767J8WSH,"https://images-eu.ssl-images-amazon.com/images/I/61WnAvSUTML._AC_UL900_SR900,600_.jpg"
571,B09T4D7WKS,Abonnement iFIT | Train 1 an | PC/Mac/Mobile | Code d'activation - envoi par email,Abonnement iFIT | Train 1 an | PC/Mac/Mobile | Code d'activation - envoi par email,Unknown,Other,https://www.amazon.fr/dp/B09T4D7WKS,"https://images-eu.ssl-images-amazon.com/images/I/61uPZSe9JTL._AC_UL900_SR900,600_.jpg"
572,B0BNCMTF8J,Kaspersky Premium Total Security 2025 | 10 appareils | 2 ans | Anti-Phishing et Pare-feu | VPN illimité | Gestionnaire de mot,Kaspersky Premium Total Security 2025 | 10 appareils | 2 ans | Anti-Phishing et Pare-feu | VPN illimité | Gestionnaire de mot,2025,Security/Antivirus,https://www.amazon.fr/dp/B0BNCMTF8J,"https://images-eu.ssl-images-amazon.com/images/I/814KLcQx3aL._AC_UL900_SR900,600_.jpg"
573,B092FB2RX2,Avast Ultimate 2025 | 1 appareil | Antivirus| 1 An | Code d'activation envoi par email,Avast Ultimate 2025 | 1 appareil | Antivirus| 1 An | Code d'activation envoi par email,2025,Security/Antivirus,https://www.amazon.fr/dp/B092FB2RX2,"https://images-eu.ssl-images-amazon.com/images/I/61zRk+kVQ8L._AC_UL900_SR900,600_.jpg"
574,B07HHJSN3R,Kaspersky VPN Secure Connection | 5 Appareils | 1 Compte Utilisateur | Abonnement Annuel | Windows/Mac/Android/iOS | Code d’a,Kaspersky VPN Secure Connection | 5 Appareils | 1 Compte Utilisateur | Abonnement Annuel | Windows/Mac/Android/iOS | Code d’a,Unknown,Security/Antivirus,https://www.amazon.fr/dp/B07HHJSN3R,"https://images-eu.ssl-images-amazon.com/images/I/61Q0fFOOk2L._AC_UL900_SR900,600_.jpg"
575,B0BJXDY2VP,Kaspersky Plus Internet Security 2025 | 10 appareils | 1 an | Anti-Phishing et Pare-feu | VPN illimité | Gestionnaire de mots,Kaspersky Plus Internet Security 2025 | 10 appareils | 1 an | Anti-Phishing et Pare-feu | VPN illimité | Gestionnaire de mots,2025,Security/Antivirus,https://www.amazon.fr/dp/B0BJXDY2VP,"https://images-eu.ssl-images-amazon.com/images/I/71vtAr568xL._AC_UL900_SR900,600_.jpg"
576,B011N77Y3O,Office Famille et Etudiant 2016,Office Famille et Etudiant 2016,2016,Office/Productivity,https://www.amazon.fr/dp/B011N77Y3O,"https://images-eu.ssl-images-amazon.com/images/I/71uPfe5cSYL._AC_UL900_SR900,600_.jpg"
577,B0CN897D4N,"ESET HOME Security Premium 2025 | 5 appareils | 1 an | Suite de sécurité, Gestionnaire de mots de passe, Chiffrement renforcé","ESET HOME Security Premium 2025 | 5 appareils | 1 an | Suite de sécurité, Gestionnaire de mots de passe, Chiffrement renforcé",2025,Security/Antivirus,https://www.amazon.fr/dp/B0CN897D4N,"https://images-eu.ssl-images-amazon.com/images/I/81JcmHsZx4L._AC_UL900_SR900,600_.jpg"
578,B0BNM3J1WV,"NordVPN Essentiel, 10 Appareils, 2 Ans, VPN & Cybersécurité, Code Numérique","NordVPN Essentiel, 10 Appareils, 2 Ans, VPN & Cybersécurité, Code Numérique",Unknown,Security/Antivirus,https://www.amazon.fr/dp/B0BNM3J1WV,"https://images-eu.ssl-images-amazon.com/images/I/615sZhFUXXL._AC_UL900_SR900,600_.jpg"
579,B0FBX5D9KG,MAGIX Video deluxe 2026 Plus: Le montage vidéo pour tous | Programme d'édition vidéo | Éditeur vidéo | pour Windows 10/11 PC ,MAGIX Video deluxe 2026 Plus: Le montage vidéo pour tous | Programme d'édition vidéo | Éditeur vidéo | pour Windows 10/11 PC,2026,Operating System,https://www.amazon.fr/dp/B0FBX5D9KG,"https://images-eu.ssl-images-amazon.com/images/I/710GQxKOsqL._AC_UL900_SR900,600_.jpg"
580,B0B8CVKGPQ,"Corel PaintShop Pro Ultimate, Logiciel de retouche photo, Téléchargement","Corel PaintShop Pro Ultimate, Logiciel de retouche photo, Téléchargement",Unknown,Other,https://www.amazon.fr/dp/B0B8CVKGPQ,"https://images-eu.ssl-images-amazon.com/images/I/71wO8udcLUL._AC_UL900_SR900,600_.jpg"
581,B092F7SY6D,AVG Internet Security 2025 | 1 appareil |Antivirus| 1 An | Code d'activation envoi par email,AVG Internet Security 2025 | 1 appareil |Antivirus| 1 An | Code d'activation envoi par email,2025,Security/Antivirus,https://www.amazon.fr/dp/B092F7SY6D,"https://images-eu.ssl-images-amazon.com/images/I/71VkuCGYdEL._AC_UL900_SR900,600_.jpg"
582,B07XDP8MJ6,BRIDGE - Expert 2026 sur clé USB,BRIDGE - Expert 2026 sur clé USB,2026,Other,https://www.amazon.fr/dp/B07XDP8MJ6,"https://images-eu.ssl-images-amazon.com/images/I/81eyLK8-+lL._AC_UL900_SR900,600_.jpg"
583,B00KHTHFKC,"Lapin Malin : Maternelle 2, Version 2","Lapin Malin : Maternelle 2, Version 2",v2,Other,https://www.amazon.fr/dp/B00KHTHFKC,"https://images-eu.ssl-images-amazon.com/images/I/81c2erZJ12L._AC_UL900_SR900,600_.jpg"
584,B07V5KK3PD,Norton 360 Deluxe 2025| Antivirus 5 dispositivi|15 mesi rinnovo automatico|Digital Download,Norton 360 Deluxe 2025| Antivirus 5 dispositivi|15 mesi rinnovo automatico|Digital Download,2025,Security/Antivirus,https://www.amazon.it/dp/B07V5KK3PD,"https://images-eu.ssl-images-amazon.com/images/I/61D1VqBfwlL._AC_UL900_SR900,600_.jpg"
585,B0DHW9L9R9,Norton 360 Deluxe 2025 + Utilities Ultimate | Antivirus 5 dispositivi | 50 GB backup | 15 mesi rinnovo automatico | 1 Utente ,Norton 360 Deluxe 2025 + Utilities Ultimate | Antivirus 5 dispositivi | 50 GB backup | 15 mesi rinnovo automatico | 1 Utente,2025,Security/Antivirus,https://www.amazon.it/dp/B0DHW9L9R9,"https://images-eu.ssl-images-amazon.com/images/I/61W0k-VYE-L._AC_UL900_SR900,600_.jpg"
586,B0BGPFL7SS,"McAfee Total Protection 5 dispositivi 2025 15 mesi VPN sicura, software di sicurezza che include antivirus, gestore delle pas","McAfee Total Protection 5 dispositivi 2025 15 mesi VPN sicura, software di sicurezza che include antivirus, gestore delle pas",2025,Security/Antivirus,https://www.amazon.it/dp/B0BGPFL7SS,"https://images-eu.ssl-images-amazon.com/images/I/61aJYwBYM-L._AC_UL900_SR900,600_.jpg"
587,B07HX9S11W,Microsoft 365 Personal | 12 mesi | 1 persona | App Office con AI | 1TB di Spazio di archiviazione OneDrive | Codice d'attivaz,Microsoft 365 Personal | 12 mesi | 1 persona | App Office con AI | 1TB di Spazio di archiviazione OneDrive | Codice d'attivaz,Unknown,Office/Productivity,https://www.amazon.it/dp/B07HX9S11W,"https://images-eu.ssl-images-amazon.com/images/I/71luKS1nUbL._AC_UL900_SR900,600_.jpg"
588,B07HWXTHT5,Microsoft 365 Family | 12 mesi | 6 persone | App Office con AI | Fino a 6TB di Spazio di archiviazione OneDrive | Codice d'at,Microsoft 365 Family | 12 mesi | 6 persone | App Office con AI | Fino a 6TB di Spazio di archiviazione OneDrive | Codice d'at,Unknown,Office/Productivity,https://www.amazon.it/dp/B07HWXTHT5,"https://images-eu.ssl-images-amazon.com/images/I/711uGtG1kSL._AC_UL900_SR900,600_.jpg"
589,B09DDKGDK7,Bitdefender Antivirus Plus 2025 | 1 Dispositivo | 1 Anno | PC | Codice di attivazione via email | Rinnovo automatico,Bitdefender Antivirus Plus 2025 | 1 Dispositivo | 1 Anno | PC | Codice di attivazione via email | Rinnovo automatico,2025,Security/Antivirus,https://www.amazon.it/dp/B09DDKGDK7,"https://images-eu.ssl-images-amazon.com/images/I/512180h7ngL._AC_UL900_SR900,600_.jpg"
590,B0C9FJKJR5,Norton Utilities Ultimate 2025|10 PC| 12 mesi,Norton Utilities Ultimate 2025|10 PC| 12 mesi,2025,Security/Antivirus,https://www.amazon.it/dp/B0C9FJKJR5,"https://images-eu.ssl-images-amazon.com/images/I/71WIQxlyMlL._AC_UL900_SR900,600_.jpg"
591,B0CXZKVMVZ,"NordVPN Standard, Esclusiva Amazon, 10 Dispositivi, 1-Anno + 1 Mese Extra, Codice Digitale","NordVPN Standard, Esclusiva Amazon, 10 Dispositivi, 1-Anno + 1 Mese Extra, Codice Digitale",Unknown,Security/Antivirus,https://www.amazon.it/dp/B0CXZKVMVZ,"https://images-eu.ssl-images-amazon.com/images/I/61Wb2l8kjLL._AC_UL900_SR900,600_.jpg"
592,B0BGPMJ7Z5,"McAfee Total Protection 3 dispositivi 2025 15 mesi VPN sicura, Software di sicurezza che include antivirus, gestore delle pas","McAfee Total Protection 3 dispositivi 2025 15 mesi VPN sicura, Software di sicurezza che include antivirus, gestore delle pas",2025,Security/Antivirus,https://www.amazon.it/dp/B0BGPMJ7Z5,"https://images-eu.ssl-images-amazon.com/images/I/610aqRlvIVL._AC_UL900_SR900,600_.jpg"
593,B07NLL3CWD,Adobe Creative Cloud | Standard | 1 Anno | PC/Mac | Download Digitale,Adobe Creative Cloud | Standard | 1 Anno | PC/Mac | Download Digitale,Unknown,Creative Software,https://www.amazon.it/dp/B07NLL3CWD,"https://images-eu.ssl-images-amazon.com/images/I/61+C9XZxPcL._AC_UL900_SR900,600_.jpg"
594,B07NLK924Z,Adobe Creative Cloud | Student & Teacher | 1 Anno | PC/Mac | Download Digitale,Adobe Creative Cloud | Student & Teacher | 1 Anno | PC/Mac | Download Digitale,Unknown,Creative Software,https://www.amazon.it/dp/B07NLK924Z,"https://images-eu.ssl-images-amazon.com/images/I/81KP6kT8aQL._AC_UL900_SR900,600_.jpg"
595,B07NLL3DVC,Adobe Lightroom incl. Lightroom Classic 1TB | Editor foto AI | 1 Anno | PC/Mac |Download Digitale,Adobe Lightroom incl. Lightroom Classic 1TB | Editor foto AI | 1 Anno | PC/Mac |Download Digitale,Unknown,Creative Software,https://www.amazon.it/dp/B07NLL3DVC,"https://images-eu.ssl-images-amazon.com/images/I/51sRuQC0sAL._AC_UL900_SR900,600_.jpg"
596,B0D7F4495G,"NordVPN Base, 10 Dispositivi, 6-Mesi, Software VPN Premium, Codice Digitale","NordVPN Base, 10 Dispositivi, 6-Mesi, Software VPN Premium, Codice Digitale",Unknown,Security/Antivirus,https://www.amazon.it/dp/B0D7F4495G,"https://images-eu.ssl-images-amazon.com/images/I/61VOpUyzdtL._AC_UL900_SR900,600_.jpg"
597,B0CPTK9SH4,Microsoft 365 Family - Fino a 6 persone - Per PC/Mac/tablet/cellulari - Abbonamento di 12 mesi - codice digitale,Microsoft 365 Family - Fino a 6 persone - Per PC/Mac/tablet/cellulari - Abbonamento di 12 mesi - codice digitale,Unknown,Office/Productivity,https://www.amazon.it/dp/B0CPTK9SH4,"https://images-eu.ssl-images-amazon.com/images/I/61ej1yqmCnL._AC_UL900_SR900,600_.jpg"
598,B08GFHYR6B,"McAfee Total Protection 1 dispositivo 2025 12 mesi VPN sicura, software di sicurezza che include antivirus, gestore delle pas","McAfee Total Protection 1 dispositivo 2025 12 mesi VPN sicura, software di sicurezza che include antivirus, gestore delle pas",2025,Security/Antivirus,https://www.amazon.it/dp/B08GFHYR6B,"https://images-eu.ssl-images-amazon.com/images/I/71i4TQBaWVL._AC_UL900_SR900,600_.jpg"
599,B0BGPFD8XC,"McAfee Total Protection 10 dispositivi 2025 15 mesi VPN sicura, software di sicurezza che include antivirus, gestore delle pa","McAfee Total Protection 10 dispositivi 2025 15 mesi VPN sicura, software di sicurezza che include antivirus, gestore delle pa",2025,Security/Antivirus,https://www.amazon.it/dp/B0BGPFD8XC,"https://images-eu.ssl-images-amazon.com/images/I/61mgtrX5zSL._AC_UL900_SR900,600_.jpg"
600,B0CRX737R1,Norton 360 Deluxe | Extra Spazio Archiviazione|Esclusiva Amazon *50 GB extra Cloud Backup| Antivirus 5 dispositivi| 1 anno ri,Norton 360 Deluxe | Extra Spazio Archiviazione|Esclusiva Amazon *50 GB extra Cloud Backup| Antivirus 5 dispositivi| 1 anno ri,Unknown,Security/Antivirus,https://www.amazon.it/dp/B0CRX737R1,"https://images-eu.ssl-images-amazon.com/images/I/61r6wGmqMaL._AC_UL900_SR900,600_.jpg"
601,B0DK29TNW8,"Microsoft Office Home 2024 | Acquisto una tantum | Word, Excel, Powerpoint | Codice d'attivazione via email","Microsoft Office Home 2024 | Acquisto una tantum | Word, Excel, Powerpoint | Codice d'attivazione via email",2024,Office/Productivity,https://www.amazon.it/dp/B0DK29TNW8,"https://images-eu.ssl-images-amazon.com/images/I/61-GfaQeG8L._AC_UL900_SR900,600_.jpg"
602,B07NLKYQSP,Creative Cloud Photography plan | Standard 1TB | 1 Anno | PC/Mac |Download Digitale,Creative Cloud Photography plan | Standard 1TB | 1 Anno | PC/Mac |Download Digitale,Unknown,Creative Software,https://www.amazon.it/dp/B07NLKYQSP,"https://images-eu.ssl-images-amazon.com/images/I/71T9GowvWXL._AC_UL900_SR900,600_.jpg"
603,B07V4GYYMF,Norton Antivirus Plus 2025| 1 Dispositivo| 1 anno rinnovo automatico|Digital Download,Norton Antivirus Plus 2025| 1 Dispositivo| 1 anno rinnovo automatico|Digital Download,2025,Security/Antivirus,https://www.amazon.it/dp/B07V4GYYMF,"https://images-eu.ssl-images-amazon.com/images/I/6149wp5GV-L._AC_UL900_SR900,600_.jpg"
604,B0CGZBZTVH,"NordVPN Plus, 1-Anno, VPN e Software Password Manager, Codice Digitale","NordVPN Plus, 1-Anno, VPN e Software Password Manager, Codice Digitale",Unknown,Security/Antivirus,https://www.amazon.it/dp/B0CGZBZTVH,"https://images-eu.ssl-images-amazon.com/images/I/61tMOBQcwDL._AC_UL900_SR900,600_.jpg"
605,B0DPGN174X,"NordVPN Amazon Essential, 10 Dispositivi, 1 Anno, VPN & Password Manager, Codice Digitale","NordVPN Amazon Essential, 10 Dispositivi, 1 Anno, VPN & Password Manager, Codice Digitale",Unknown,Security/Antivirus,https://www.amazon.it/dp/B0DPGN174X,"https://images-eu.ssl-images-amazon.com/images/I/61-i4o9-4NL._AC_UL900_SR900,600_.jpg"
606,B08XK3FF16,Kaspersky Plus Internet Security 2025 | 1 dispositivo | 1 anno | Con Anti-Phishing e Firewall | VPN illimitata | Password Man,Kaspersky Plus Internet Security 2025 | 1 dispositivo | 1 anno | Con Anti-Phishing e Firewall | VPN illimitata | Password Man,2025,Security/Antivirus,https://www.amazon.it/dp/B08XK3FF16,"https://images-eu.ssl-images-amazon.com/images/I/71S3LK8slaL._AC_UL900_SR900,600_.jpg"
607,B09VRRSQ3C,"McAfee Total Protection 2 + 1 dispositivo 2025 12 mesi VPN sicura, software di sicurezza che include antivirus, gestore delle","McAfee Total Protection 2 + 1 dispositivo 2025 12 mesi VPN sicura, software di sicurezza che include antivirus, gestore delle",2025,Security/Antivirus,https://www.amazon.it/dp/B09VRRSQ3C,"https://images-eu.ssl-images-amazon.com/images/I/61kXfjTceCL._AC_UL900_SR900,600_.jpg"
608,B08XJYK56D,Kaspersky Standard Anti-Virus 2025 | 1 dispositivo | 1 anno | Sicurezza avanzata | Protezione delle operazioni bancarie onlin,Kaspersky Standard Anti-Virus 2025 | 1 dispositivo | 1 anno | Sicurezza avanzata | Protezione delle operazioni bancarie onlin,2025,Security/Antivirus,https://www.amazon.it/dp/B08XJYK56D,"https://images-eu.ssl-images-amazon.com/images/I/71R3bGKJrxL._AC_UL900_SR900,600_.jpg"
609,B0BNM8KKP2,"NordVPN Standard, 10 Dispositivi, 1-Mese, VPN e Cybersecurity, Codice Digitale","NordVPN Standard, 10 Dispositivi, 1-Mese, VPN e Cybersecurity, Codice Digitale",Unknown,Security/Antivirus,https://www.amazon.it/dp/B0BNM8KKP2,"https://images-eu.ssl-images-amazon.com/images/I/61IeelNw1xL._AC_UL900_SR900,600_.jpg"
610,B08N6GRY2J,Norton 360 for Gamers 2025| Antivirus per 3 Dispositivi | Licenza di 1 anno | PC o Mac | Codice di attivazione via email,Norton 360 for Gamers 2025| Antivirus per 3 Dispositivi | Licenza di 1 anno | PC o Mac | Codice di attivazione via email,2025,Security/Antivirus,https://www.amazon.it/dp/B08N6GRY2J,"https://images-eu.ssl-images-amazon.com/images/I/71N7ihskErL._AC_UL900_SR900,600_.jpg"
611,B09DDNSZDR,Bitdefender Total Security 2025 | 10 Dispositivi | 2 Anni | PC/Mac/iOS/Android | Codice di attivazione via email | Rinnovo au,Bitdefender Total Security 2025 | 10 Dispositivi | 2 Anni | PC/Mac/iOS/Android | Codice di attivazione via email | Rinnovo au,2025,Security/Antivirus,https://www.amazon.it/dp/B09DDNSZDR,"https://images-eu.ssl-images-amazon.com/images/I/61HWcoYDnAL._AC_UL900_SR900,600_.jpg"
612,B0BFGNZ6YJ,Norton 360 Deluxe 2025|Antivirus 5 dispositivi|1 anno|Digital Download,Norton 360 Deluxe 2025|Antivirus 5 dispositivi|1 anno|Digital Download,2025,Security/Antivirus,https://www.amazon.it/dp/B0BFGNZ6YJ,"https://images-eu.ssl-images-amazon.com/images/I/61n7bC5dKBL._AC_UL900_SR900,600_.jpg"
613,B07GY91R78,McAfee Antivirus 2025 12 mesi Protezione in tempo reale del PC dalle minacce nuove e in continua evoluzione Download digitale,McAfee Antivirus 2025 12 mesi Protezione in tempo reale del PC dalle minacce nuove e in continua evoluzione Download digitale,2025,Security/Antivirus,https://www.amazon.it/dp/B07GY91R78,"https://images-eu.ssl-images-amazon.com/images/I/610S8B8x8oL._AC_UL900_SR900,600_.jpg"
614,B0CGZ2FJ1H,"NordVPN Completo, 1-Anno, VPN e Cybersecurity Software, Codice Digitale","NordVPN Completo, 1-Anno, VPN e Cybersecurity Software, Codice Digitale",Unknown,Security/Antivirus,https://www.amazon.it/dp/B0CGZ2FJ1H,"https://images-eu.ssl-images-amazon.com/images/I/61X4esVcMqL._AC_UL900_SR900,600_.jpg"
615,B089GSNNYQ,Bitdefender Total Security | 10 dispositivi |2 anni | PC/Mac/iOS/Android | Codice di attivazione inviato per posta,Bitdefender Total Security | 10 dispositivi |2 anni | PC/Mac/iOS/Android | Codice di attivazione inviato per posta,Unknown,Security/Antivirus,https://www.amazon.it/dp/B089GSNNYQ,"https://images-eu.ssl-images-amazon.com/images/I/61dROvYCZdL._AC_UL900_SR900,600_.jpg"
616,B0CYP2R7T1,"Surfshark One, VPN, Antiviruse, 6 Mesi, Codice Digitale","Surfshark One, VPN, Antiviruse, 6 Mesi, Codice Digitale",Unknown,Security/Antivirus,https://www.amazon.it/dp/B0CYP2R7T1,"https://images-eu.ssl-images-amazon.com/images/I/71FkLRPk36L._AC_UL900_SR900,600_.jpg"
617,B0DPGNHRTM,"NordVPN Amazon Essential, 10 Dispositivi, 1 Mese, VPN & Password Manager, Codice Digitale","NordVPN Amazon Essential, 10 Dispositivi, 1 Mese, VPN & Password Manager, Codice Digitale",Unknown,Security/Antivirus,https://www.amazon.it/dp/B0DPGNHRTM,"https://images-eu.ssl-images-amazon.com/images/I/61wemDP5zEL._AC_UL900_SR900,600_.jpg"
618,B09M6WV3XV,Norton 360 Premium 2025| Antivirus 10 dispositivi|15 mesi rinnovo automatico|Digital Download,Norton 360 Premium 2025| Antivirus 10 dispositivi|15 mesi rinnovo automatico|Digital Download,2025,Security/Antivirus,https://www.amazon.it/dp/B09M6WV3XV,"https://images-eu.ssl-images-amazon.com/images/I/613C4irQpML._AC_UL900_SR900,600_.jpg"
619,B07V5KLL52,Norton 360 Premium 2025| Antivirus 10 dispositivi| 1 anno rinnovo automatico|Dgital Download,Norton 360 Premium 2025| Antivirus 10 dispositivi| 1 anno rinnovo automatico|Dgital Download,2025,Security/Antivirus,https://www.amazon.it/dp/B07V5KLL52,"https://images-eu.ssl-images-amazon.com/images/I/61ZQlL8fhwL._AC_UL900_SR900,600_.jpg"
620,B0BXPW6H5P,Nero VHS to USB Video Grabber Recode Stick incl. software di editing video | editing video | digitalizzazione di cassette vid,Nero VHS to USB Video Grabber Recode Stick incl. software di editing video | editing video | digitalizzazione di cassette vid,Unknown,Other,https://www.amazon.it/dp/B0BXPW6H5P,"https://images-eu.ssl-images-amazon.com/images/I/81BQ-OBklsL._AC_UL900_SR900,600_.jpg"
621,B0CZ7JWNPG,Malwarebytes | Windows/Mac/iOS/Android/Chrome | Premium | 5 Dispositivo | 12 Mesi | Codice d'attivazione via email,Malwarebytes | Windows/Mac/iOS/Android/Chrome | Premium | 5 Dispositivo | 12 Mesi | Codice d'attivazione via email,Unknown,Operating System,https://www.amazon.it/dp/B0CZ7JWNPG,"https://images-eu.ssl-images-amazon.com/images/I/71sU6RnvYTL._AC_UL900_SR900,600_.jpg"
622,B0CYNX8VW2,"Surfshark Starter, VPN, 6 Mesi, Codice Digitale","Surfshark Starter, VPN, 6 Mesi, Codice Digitale",Unknown,Security/Antivirus,https://www.amazon.it/dp/B0CYNX8VW2,"https://images-eu.ssl-images-amazon.com/images/I/710V+PfR46L._AC_UL900_SR900,600_.jpg"
623,B07NLKYPPW,Adobe Acrobat Pro | 1 Anno | PC/Mac |Download Digitale,Adobe Acrobat Pro | 1 Anno | PC/Mac |Download Digitale,Unknown,Creative Software,https://www.amazon.it/dp/B07NLKYPPW,"https://images-eu.ssl-images-amazon.com/images/I/518n0lfNa8L._AC_UL900_SR900,600_.jpg"
624,B07WLJR57X,"McAfee Total Protection 3 dispositivo 2025 12 mesi VPN sicura, software di sicurezza che include antivirus, gestore delle pas","McAfee Total Protection 3 dispositivo 2025 12 mesi VPN sicura, software di sicurezza che include antivirus, gestore delle pas",2025,Security/Antivirus,https://www.amazon.it/dp/B07WLJR57X,"https://images-eu.ssl-images-amazon.com/images/I/61WUmrAfKdL._AC_UL900_SR900,600_.jpg"
625,B09XH39NQQ,Windows 11 │ Pro Edition │ Codice d'attivazione per PC via email,Windows 11 │ Pro Edition │ Codice d'attivazione per PC via email,Unknown,Operating System,https://www.amazon.it/dp/B09XH39NQQ,"https://images-eu.ssl-images-amazon.com/images/I/61p-Ylv5vtL._AC_UL900_SR900,600_.jpg"
626,B0BFGPS6HV,Norton 360 Standard 2025| Antivirus 1 dispositivo|15 mesi rinnovo automatico|Digital Download,Norton 360 Standard 2025| Antivirus 1 dispositivo|15 mesi rinnovo automatico|Digital Download,2025,Security/Antivirus,https://www.amazon.it/dp/B0BFGPS6HV,"https://images-eu.ssl-images-amazon.com/images/I/61SRZybTnJL._AC_UL900_SR900,600_.jpg"
627,B01NCS0S3U,AVG Ultimate 2025 | Per 10 dispositivi | 1 anno | Box | Antivirus | Secure VPN | TuneUp | PC/Mac/Android/iOS,AVG Ultimate 2025 | Per 10 dispositivi | 1 anno | Box | Antivirus | Secure VPN | TuneUp | PC/Mac/Android/iOS,2025,Security/Antivirus,https://www.amazon.it/dp/B01NCS0S3U,"https://images-eu.ssl-images-amazon.com/images/I/51qd2hmH+oL._AC_UL900_SR900,600_.jpg"
628,B09VS4MZF3,"McAfee Total Protection 4 + 1 dispositivo 2025 12 mesi VPN sicura, software di sicurezza che include antivirus, gestore delle","McAfee Total Protection 4 + 1 dispositivo 2025 12 mesi VPN sicura, software di sicurezza che include antivirus, gestore delle",2025,Security/Antivirus,https://www.amazon.it/dp/B09VS4MZF3,"https://images-eu.ssl-images-amazon.com/images/I/61vOwLR7Z2L._AC_UL900_SR900,600_.jpg"
629,B07GY7V73Q,McAfee Internet Security 3 dispositivi 2025 12 mesi PC protetto in tempo reale contro le minacce nuove e in evoluzione Downlo,McAfee Internet Security 3 dispositivi 2025 12 mesi PC protetto in tempo reale contro le minacce nuove e in evoluzione Downlo,2025,Security/Antivirus,https://www.amazon.it/dp/B07GY7V73Q,"https://images-eu.ssl-images-amazon.com/images/I/61lBYVI-AKL._AC_UL900_SR900,600_.jpg"
630,B089GRBX7T,Bitdefender Internet Security 2025 | 3 dispositivi | 2 anni | PC | Codice di attivazione inviato per posta,Bitdefender Internet Security 2025 | 3 dispositivi | 2 anni | PC | Codice di attivazione inviato per posta,2025,Security/Antivirus,https://www.amazon.it/dp/B089GRBX7T,"https://images-eu.ssl-images-amazon.com/images/I/61BAgThLdkL._AC_UL900_SR900,600_.jpg"
631,B07GY8923C,"McAfee Total Protection 10 dispositivo 2025 12 mesi VPN sicura, software di sicurezza che include antivirus, gestore delle pa","McAfee Total Protection 10 dispositivo 2025 12 mesi VPN sicura, software di sicurezza che include antivirus, gestore delle pa",2025,Security/Antivirus,https://www.amazon.it/dp/B07GY8923C,"https://images-eu.ssl-images-amazon.com/images/I/613bhjHifEL._AC_UL900_SR900,600_.jpg"
632,B086N2L541,Norton 360 Standard 2025|Antivirus 1 dispositivo| 1 anno|Digital Download,Norton 360 Standard 2025|Antivirus 1 dispositivo| 1 anno|Digital Download,2025,Security/Antivirus,https://www.amazon.it/dp/B086N2L541,"https://images-eu.ssl-images-amazon.com/images/I/61LyKjwI8IL._AC_UL900_SR900,600_.jpg"
